UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,APU,APU CANDIDATE,APU CANDIDATE SEX,APU CANDIDATE AGE,APU VOTE,APU CANDIDATE LOST DEPOSIT,GR,GR CANDIDATE,GR CANDIDATE SEX,GR CANDIDATE AGE,GR VOTE,GR CANDIDATE LOST DEPOSIT,S46,S46 CANDIDATE,S46 CANDIDATE SEX,S46 CANDIDATE AGE,S46 VOTE,S46 CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P.111_N.7,MELAKA,P.111,SELANDAR,N.7,TEBONG,BN - MIC,,11644,2779,76.79,8941,1,280,8660,MIC,N. ARUNASALAM,MALE,,5479,,,,,,,,AMIPF,R. MURUGARAW,MALE,,2700,,,,,,,,INDEPENDENT,HJ. OTHMAN B AWING,MALE,,481,LOST DEPOSIT,,,,,,
P.111_N.8,MELAKA,P.111,SELANDAR,N.8,BUKIT ASAHAN,BN - UMNO,,9046,2043,77.13,6977,8,236,6733,UMNO,JENAH BTE SARIP,FEMALE,,4388,,,,,,,,,,,,,,S46,ISMAIL BIN ADAM,MALE,,2345,,,,,,,,,,,,,
P.112_N.9,MELAKA,P.112,BATU BERENDAM,N.9,AYER MOLEK,BN - UMNO,,19927,5884,80.47,16035,61,634,15340,UMNO,AS'ARI BIN HJ IBRAHIM,MALE,,10612,,PAS,JALILUDDIN BIN HJ ABD WAHID,MALE,,4728,,,,,,,,,,,,,,,,,,,,,,,,,
P.112_N.10,MELAKA,P.112,BATU BERENDAM,N.10,KRUBONG,BN - MCA,,20035,4315,77.79,15586,0,547,15039,MCA,SEAH KWI TONG,MALE,,9235,,,,,,,,DAP,JOSEPH STA MARIA,MALE,28,4920,,,,,,,,INDEPENDENT,MOHAMAD BIN BAKAR,MALE,,369,LOST DEPOSIT,INDEPENDENT,AHMAD DALI B ABU HASSAN,MALE,,515,LOST DEPOSIT
P.112_N.11,MELAKA,P.112,BATU BERENDAM,N.11,TANJONG MINYAK,BN - UMNO,,13522,3049,80.35,10865,22,412,10431,UMNO,EN. YASSIN BIN HJ MOHD SARIF,MALE,,6740,,,,,,,,,,,,,,S46,ABAS BIN KASIM,MALE,,3691,,,,,,,,,,,,,
P.112_N.12,MELAKA,P.112,BATU BERENDAM,N.12,SUNGAI UDANG,BN - UMNO,,24021,6608,77.68,18659,0,1121,17538,UMNO,DATUK MOHD ALI MOHD RUSTAM,MALE,,12073,,,,,,,,,,,,,,S46,DATUK WIRA AHMAD NORDIN BIN MD. AMIN,MALE,,5465,,,,,,,,,,,,,
P.113_N.13,MELAKA,P.113,KOTA MELAKA,N.13,TRANQUERAH,GR - DAP,,20249,3135,78.14,15822,23,276,15523,MCA,KHOO HENG PENG,MALE,,6007,,,,,,,,DAP,SIM TONG HIM,MALE,,9142,,,,,,,,INDEPENDENT,LOO KIN,,,374,LOST DEPOSIT,,,,,,
P.113_N.14,MELAKA,P.113,KOTA MELAKA,N.14,KUBU,GR - DAP,,14393,4573,75.59,10880,11,190,10679,GERAKAN,YAM WAI HONG,,,3053,,,,,,,,DAP,CHONG TAT CHEONG,,,7626,,,,,,,,,,,,,,,,,,,
P.113_N.15,MELAKA,P.113,KOTA MELAKA,N.15,DURIAN DAUN,GR - DAP,,15474,4238,73.56,11383,1,214,11168,MCA,WONG SOO TANG,,,3465,,,,,,,,DAP,YEW KOK KEE,,,7703,,,,,,,,,,,,,,,,,,,
P.113_N.16,MELAKA,P.113,KOTA MELAKA,N.16,BANDAR HILIR,BN - MCA,,21492,1932,77.62,16683,0,334,16349,MCA,GAN BOON LEONG,MALE,,8560,,PAS,ABDUL JANI BIN ABAS,MALE,,1161,LOST DEPOSIT,DAP,TAN TONG CHIEW,,,6628,,,,,,,,,,,,,,,,,,,
P.114_N.17,MELAKA,P.114,JASIN,N.17,SERKAM,BN - UMNO,,13631,4867,79.11,10783,20,396,10367,UMNO,HAJI ARIFIN BIN HAJI BABA,MALE,,7617,,PAS,HJ. SALLEH BIN AYOLO,MALE,,2750,,,,,,,,,,,,,,,,,,,,,,,,,
P.114_N.18,MELAKA,P.114,JASIN,N.18,AYER PANAS,BN - MCA,,11974,3019,76.02,9103,29,337,8737,MCA,LIM SOO KIANG,,,5878,,,,,,,,,,,,,,S46,AHMAD BAHARUDDIN,MALE,,2859,,,,,,,,,,,,,
P.114_N.19,MELAKA,P.114,JASIN,N.19,RIM,BN - UMNO,,6778,2538,78.27,5305,8,165,5132,UMNO,HJ. JAAFAR BIN HJ. LAJIS,MALE,,3835,,,,,,,,,,,,,,S46,HJ. MD. SHAH BIN SAHAMIN,MALE,,1297,,,,,,,,,,,,,
P.114_N.20,MELAKA,P.114,JASIN,N.20,SUNGAI RAMBAI,BN - UMNO,,9346,2966,79.18,7400,24,298,7078,UMNO,DATUK ABU ZAHAR BIN HJ. ISNIN,MALE,,5022,,,,,,,,,,,,,,S46,ABU SAMAH BIN AHMAD,MALE,,2056,,,,,,,,,,,,,
P.115_N.1,JOHOR,P.115,SEGAMAT,N.1,SEPINANG,BN - UMNO,,26972,5384,75.09,20253,12,813,19428,UMNO,OTHMAN BIN JAIS,MALE,,12406,,,,,,,,,,,,,,S46,HJ. ZULKERNAIN BIN MOHD HUSSIN,MALE,,7022,,,,,,,,,,,,,
P.115_N.2,JOHOR,P.115,SEGAMAT,N.2,JEMENTAH,GR - DAP,,25656,402,72.58,18621,56,463,18102,MCA,GAN LIAN KENG,,,8850,,,,,,,,DAP,WONG PENG SHENG,,,9252,,,,,,,,,,,,,,,,,,,
P.116_N.3,JOHOR,P.116,LEDANG,N.3,TANGKAK,BN - MCA,,24561,3834,73.38,18022,19,871,17132,MCA,YAP CHIK DONG,,,10483,,,,,,,,DAP,TAN TECK JOON,,,6649,,,,,,,,,,,,,,,,,,,
P.116_N.4,JOHOR,P.116,LEDANG,N.4,SEROM,BN - UMNO,,26813,3815,73.11,19604,43,998,18563,UMNO,HASHIM BIN ISMAIL,MALE,,11189,,,,,,,,,,,,,,S46,HAJI MOHAMED NOR BIN MOHD RASIF,MALE,,7374,,,,,,,,,,,,,
P.117_N.5,JOHOR,P.117,PAGOH,N.5,BUKIT SERAMPANG,BN - UMNO,,15609,7020,76.35,11917,6,411,11500,UMNO,TAN SRI HJ MUHYIDDIN B HJ MOHD YASSIN,MALE,,9260,,,,,,,,,,,,,,S46,HAJI OMAR LAMBAK,MALE,,2240,,,,,,,,,,,,,
P.117_N.6,JOHOR,P.117,PAGOH,N.6,JORAK,BN - UMNO,,19427,3647,73.41,14262,116,647,13499,UMNO,SABARIAH BT AHMAD,FEMALE,,8573,,,,,,,,,,,,,,S46,ABDULLAH HAJI JAWATI,MALE,,4926,,,,,,,,,,,,,
P.118_N.7,JOHOR,P.118,LABIS,N.7,TENANG,BN - UMNO,,20240,4854,78.6,15908,1,805,15102,UMNO,BAHARI BIN HARON,MALE,,9978,,,,,,,,,,,,,,S46,DATIN HAJAH ASIAH RIMAN,FEMALE,,5124,,,,,,,,,,,,,
P.118_N.8,JOHOR,P.118,LABIS,N.8,BEKOK,GR - DAP,,22012,290,70.47,15511,9,516,14986,MCA,LIM SI CHENG,,,7348,,,,,,,,DAP,PANG HOK LIONG,MALE,,7638,,,,,,,,,,,,,,,,,,,
P.119_N.9,JOHOR,P.119,MERSING,N.9,ENDAU,BN - UMNO,,15158,2774,68.29,10352,0,488,9864,UMNO,ISHAK AWANG,MALE,,6193,,PAS,DR. SHEIKH IBRAHIM B. SALLEH,MALE,,3419,,,,,,,,,,,,,,INDEPENDENT,HAJI HASHIM BIN BIDIN,MALE,,252,LOST DEPOSIT,,,,,,
P.119_N.10,JOHOR,P.119,MERSING,N.10,TENGGAROH,BN - MIC,,19359,3265,76.1,14732,0,771,13961,MIC,A. SINGGATORE,MALE,,8613,,,,,,,,DAP,LIM SER HOR,,,5348,,,,,,,,,,,,,,,,,,,
P.120_N.11,JOHOR,P.120,KLUANG,N.11,PALOH,BN - MCA,,38602,3384,74.96,28937,531,818,27588,MCA,HOO SEONG CHANG,,,15486,,,,,,,,DAP,LIM KWI SIAM,,,12102,,,,,,,,,,,,,,,,,,,
P.120_N.12,JOHOR,P.120,KLUANG,N.12,GUNUNG LAMBAK,BN - MCA,,35562,2376,77.7,27631,126,671,26834,MCA,NG KIM LAI,,,14605,,,,,,,,DAP,KHOO CHING ONG,,,12229,,,,,,,,,,,,,,,,,,,
P.121_N.13,JOHOR,P.121,PARIT SULONG,N.13,SRI MEDAN,BN - UMNO,,26223,3514,75.44,19782,25,1277,18480,UMNO,DATIN HAJAH ATKAH BT ABDULLAH,FEMALE,,10997,,,,,,,,,,,,,,S46,HAJI KUSNI B SIMOH,MALE,,7483,,,,,,,,,,,,,
P.121_N.14,JOHOR,P.121,PARIT SULONG,N.14,SEMERAH,BN - MCA,,30548,1041,74.44,22741,24,1004,21713,MCA,TAN TECK POH,,,11377,,,,,,,,,,,,,,S46,HAJI OTHMAN BIN HAJI TAHIR,MALE,,10336,,,,,,,,,,,,,
P.122_N.15,JOHOR,P.122,BAKRI,N.15,BUKIT NANING,BN - UMNO,,26203,3587,77.52,20314,78,849,19387,UMNO,HAJI MASIRAN BIN HJ. ELIAS,MALE,,11487,,,,,,,,,,,,,,S46,MAZLAN BIN ABU,MALE,,7900,,,,,,,,,,,,,
P.122_N.16,JOHOR,P.122,BAKRI,N.16,MAHARANI,GR - DAP,,21240,2462,72.3,15357,19,348,14990,MCA,NG KOK HWA,,,6264,,,,,,,,DAP,JOHN LIM WAN SHOW,MALE,,8726,,,,,,,,,,,,,,,,,,,
P.123_N.17,JOHOR,P.123,MUAR,N.17,PARIT BAKAR,S46,,19380,295,69.26,13422,0,529,12893,UMNO,ZAKARIA BIN MAHADI,MALE,,6299,,,,,,,,,,,,,,S46,HJ. ABD. KAHAR BIN AHMAD,MALE,,6594,,,,,,,,,,,,,
P.123_N.18,JOHOR,P.123,MUAR,N.18,PARIT JAWA,BN - UMNO,,16690,1907,74.27,12395,0,714,11681,UMNO,HAJI MUNTAHA BIN HAJI KAILAN,MALE,,6794,,,,,,,,,,,,,,S46,HAJI SURADI BIN SARIMON,MALE,,4887,,,,,,,,,,,,,
P.124_N.19,JOHOR,P.124,SRI GADING,N.19,PARIT YAANI,BN - UMNO,,20042,6320,74.54,14939,1,770,14168,UMNO,MOHAMAD HAJI AZIZ,MALE,,10244,,,,,,,,,,,,,,S46,MOHD SAIDI BIN TAUL,MALE,,3924,,,,,,,,,,,,,
P.124_N.20,JOHOR,P.124,SRI GADING,N.20,PARIT RAJA,BN - UMNO,,20965,6948,76.43,16024,4,864,15156,UMNO,ZAHAR BACHIK,MALE,,11052,,,,,,,,,,,,,,S46,HAJI JAMALUDIN BIN KELING,MALE,,4104,,,,,,,,,,,,,
P.125_N.21,JOHOR,P.125,BATU PAHAT,N.21,PENGGARAM,BN - MCA,,37072,4108,74.82,27737,0,1523,26214,MCA,DR CHUA SOI LEK,MALE,,15161,,,,,,,,DAP,LIM HWAH BENG,,,11053,,,,,,,,,,,,,,,,,,,
P.125_N.22,JOHOR,P.125,BATU PAHAT,N.22,RENGIT,BN - UMNO,,22764,5652,72.04,16400,0,982,15418,UMNO,HJ. ZAINAL ABIDIN BIN MOHD ZIN,MALE,,10535,,PAS,UNGKU HAJI MOHD NOR,MALE,,4883,,,,,,,,,,,,,,,,,,,,,,,,,
P.126_N.23,JOHOR,P.126,SUNGAI BENUT,N.23,SIMPANG RENGGAM,BN - MCA,,29076,7380,72.89,21194,84,1454,19656,MCA,DATO' LOW BOON HONG,,,13518,,,,,,,,AMIPF,ARIAKRISHNAN A/L MUTHU,MALE,,6138,,,,,,,,,,,,,,,,,,,
P.126_N.24,JOHOR,P.126,SUNGAI BENUT,N.24,BENUT,BN - UMNO,,21133,4851,71.84,15181,27,1127,14027,UMNO,HAJAH KHATIJAH MOHD SOM,FEMALE,,9439,,PAS,HAJI AMBOK MASEK HJ ABD LATIF,MALE,,4588,,,,,,,,,,,,,,,,,,,,,,,,,
P.127_N.25,JOHOR,P.127,SENAI,N.25,KULAI,BN - GERAKAN,,37367,1691,74.54,27855,25,787,27043,GERAKAN,KHOO CHEE WAT,,,14367,,,,,,,,DAP,SONG SING KWEE,,,12676,,,,,,,,,,,,,,,,,,,
P.127_N.26,JOHOR,P.127,SENAI,N.26,BANDAR TENGGARA,BN - UMNO,,28336,8145,80.03,22678,20,1023,21635,UMNO,HAJI ADAM BIN ABDUL HAMID,MALE,,14890,,,,,,,,,,,,,,S46,OTHMAN HAJI ISMAIL,MALE,,6745,,,,,,,,,,,,,
P.128_N.27,JOHOR,P.128,KOTA TINGGI,N.27,SEDILI,BN - UMNO,,27895,8224,77.29,21561,251,1078,20232,UMNO,MOHAMADON BIN ABU BAKAR,MALE,,14228,,,,,,,,,,,,,,S46,SYED ABU BAKAR HOOD,MALE,,6004,,,,,,,,,,,,,
P.128_N.28,JOHOR,P.128,KOTA TINGGI,N.28,PENGERANG,BN - UMNO,,32635,16378,82.11,26797,18,1031,25748,UMNO,HASMONI SALIM,MALE,,21063,,,,,,,,,,,,,,S46,CIKGU ESA HAJI IBRAHIM,MALE,,4685,,,,,,,,,,,,,
P.129_N.29,JOHOR,P.129,TEBRAU,N.29,TIRAM,BN - UMNO,,33957,8685,72.73,24697,0,1408,23289,UMNO,HAJI ALI HASSAN,MALE,,15987,,,,,,,,,,,,,,S46,MOHD SHAFBLY B YAHYA,MALE,,7302,,,,,,,,,,,,,
P.129_N.30,JOHOR,P.129,TEBRAU,N.30,PASIR GUDANG,BN - MIC,,45679,6784,72.04,32905,0,2229,30676,MIC,K. S. BALAKRISHNAN,MALE,,18730,,,,,,,,PRM,G. S. NIJAR,MALE,,11946,,,,,,,,,,,,,,,,,,,
P.130_N.31,JOHOR,P.130,JOHOR BAHRU,N.31,TANJONG PUTERI,BN - UMNO,,37798,3921,70.35,26591,126,970,25495,UMNO,MOHAMAD BIN KASBI,MALE,,14708,,,,,,,,PRM,RAZAK AHMAD,MALE,,10787,,,,,,,,,,,,,,,,,,,
P.130_N.32,JOHOR,P.130,JOHOR BAHRU,N.32,GERTAK MERAH,BN - MCA,,27135,3166,64.13,17402,47,451,16904,MCA,FREDDIE LONG HOO HIN,MALE,,10035,,,,,,,,,,,,,,S46,ZAHRAH YUSOF,FEMALE,,6869,,,,,,,,,,,,,
P.131_N.33,JOHOR,P.131,PULAI,N.33,TAMBATAN,BN - UMNO,,27283,6030,74.31,20275,0,597,19678,UMNO,ABDUL KADIR BIN ANNUAR,MALE,,12854,,,,,,,,,,,,,,S46,SAMAT BIN ATAN,MALE,,6824,,,,,,,,,,,,,
P.131_N.34,JOHOR,P.131,PULAI,N.34,GELANG PATAH,BN - MCA,,37307,4058,77.36,28860,0,1276,27584,MCA,TEU SI @ CHANG SEE TEN,,,15821,,,,,,,,,,,,,,S46,MOHD MANDAK BIN HJ MOHD KASSIM,MALE,,11763,,,,,,,,,,,,,
P.132_N.35,JOHOR,P.132,PONTIAN,N.35,PULAI SEBATANG,BN - UMNO,,30704,2400,74.7,22937,30,1241,21666,UMNO,NASIR BIN SAFAR,MALE,,12033,,,,,,,,,,,,,,S46,DR NASIR,MALE,,9633,,,,,,,,,,,,,
P.132_N.36,JOHOR,P.132,PONTIAN,N.36,KUKUP,BN - UMNO,,24768,6953,75.12,18607,19,1031,17557,UMNO,DATO' AHMAD BIN ABDULLAH,MALE,,12255,,,,,,,,,,,,,,S46,SALLEH BAJURI,MALE,,5302,,,,,,,,,,,,,
