UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,BA (1),BA (1) CANDIDATE,BA (1) CANDIDATE SEX,BA (1) CANDIDATE AGE,BA (1) VOTE,BA (1) CANDIDATE LOST DEPOSIT,BA (2),BA (2) CANDIDATE,BA (2) CANDIDATE SEX,BA (2) CANDIDATE AGE,BA (2) VOTE,BA (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P. 54_N.6,PERAK,P. 54,PARIT BUNTAR,N.6,TITI SERONG,BA - PAS,,21656,1462,72.28,15654,37,363,15254,UMNO,HJ. ABD LATIF BIN MAT ALI,MALE,,6896,,PAS,AHMAD AZHAR SHARIN,MALE,,8358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 54_N.7,PERAK,P. 54,PARIT BUNTAR,N.7,KUALA KURAU,BN - UMNO,,20916,514,70.86,14821,27,580,14214,UMNO,AHMAD SHAHIFFUDIN B. A. AZIZ,MALE,,6941,,PAS,ASWAN BIN ISMAIL,MALE,,846,LOST DEPOSIT,PKN,HAJI ZAINUDDIN B. HAJI ABDUL RASHID,MALE,,6427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 55_N.8,PERAK,P. 55,BAGAN SERAI,N.8,ALOR PONGSU,BN - UMNO,,20073,1769,63.81,12809,7,561,12241,UMNO,DATO' HJ QAMARUZ ZAMAN BIN HJ. ISMAIL,MALE,63,7005,,,,,,,,PKN,MUSTAFA KAMIL AYUB,MALE,36,5236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 55_N.9,PERAK,P. 55,BAGAN SERAI,N.9,GUNONG SEMANGGOL,BA - PAS,,24814,743,67.18,16669,41,475,16153,UMNO,SAIKIDOL BIN MOHAMMAD NOOR,MALE,45,7705,,PAS,TUAN GURU JABERAL @ SABRAN BIN HASAMAWI @ ASMAWI,MALE,61,8448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 56_N.10,PERAK,P. 56,BUKIT GANTANG,N.10,KUALA SAPETANG,BN - GERAKAN,,19428,2108,67.10,13036,15,415,12606,GERAKAN,SIEW KOK KAN,MALE,,7357,,,,,,,,PKN,MAHI DIN BIN SARI,MALE,,5249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 56_N.11,PERAK,P. 56,BUKIT GANTANG,N.11,CHANGKAT JERING,BN - UMNO,,20827,1994,70.12,14603,24,319,14260,UMNO,HAJI MAT ISA BIN ISMAIL,MALE,,8127,,PAS,USTAZ IDRIS HAJI AHMAD,MALE,,6133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 56_N.12,PERAK,P. 56,BUKIT GANTANG,N.12,TRONG,BN - UMNO,,16315,739,64.61,10541,26,278,10237,UMNO,SAHARUDIN B. ABD JABAR,MALE,,5488,,PAS,USTAZ HAJI GHAZALI B. HJ ABDULLAH,MALE,,4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 57_N.13,PERAK,P. 57,TAIPING,N.13,KAMUNTING,BN - UMNO,,18597,2205,72.88,13553,900,252,12401,UMNO,DATO' DR. ABDUL MALEK MUHAMED HANAFLAH,MALE,,7303,,PAS,CIKGU HJ. KAMARUDIN B. AHMAD,MALE,,5098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 57_N.14,PERAK,P. 57,TAIPING,N.14,POKOK ASSAM,BN - MCA,,27783,5749,63.81,17728,293,391,17044,MCA,HO CHENG WANG,MALE,,11324,,DAP,MAH OM CHING,,,5575,,,,,,,,MDP,NG HOE HUN,,,145,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P. 57_N.15,PERAK,P. 57,TAIPING,N.15,AULONG,BN - GERAKAN,,27757,2336,70.38,19534,2290,658,16586,GERAKAN,YEONG SING CHEE,,,8370,,DAP,ABD HAMID BIN SALLEH,MALE,,2182,,PKN,KAPT (B) MOHD ZULKIFLI BIN AHMAD,MALE,,6034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 58_N.16,PERAK,P. 58,CHENDEROH,N.16,LENGGONG,BN - UMNO,,16877,2441,63.52,10720,19,288,10413,UMNO,HAJI SAARANI B. HAJI MOHAMAD,MALE,,6427,,PAS,USTAZ HJ AZIZAN B. MOHD DESA,MALE,,3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 58_N.17,PERAK,P. 58,CHENDEROH,N.17,LUBOK MERBAU,BN - UMNO,,19244,1071,65.87,12676,40,293,12343,UMNO,HAJI JAMAL NASIR B. RASDI,MALE,,6707,,PAS,HAJI ABDUL MUNIM B. HAJI MOHAMAD ZAIN,MALE,,5636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 59_N.18,PERAK,P. 59,SUNGAI SIPUT,N.18,LINTANG,BN - UMNO,,21374,2958,62.46,13351,24,389,12938,UMNO,DATO HAJI FADIL HARUN,MALE,,7948,,PAS,MEJAR (B) IR HJ AHMAD MAZLAN OTHMAN,MALE,,4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 59_N.19,PERAK,P. 59,SUNGAI SIPUT,N.19,JALONG,BN - GERAKAN,,27611,2984,64.52,17815,30,431,17354,GERAKAN,DATO CHANG KO YOUN,MALE,,9978,,DAP,LAM WAI MUN,,,6994,,,,,,,,MDP,N. PONNIAH,MALE,,382,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P. 60_N.20,PERAK,P. 60,TAMBUN,N.20,MANJOI,BN - UMNO,,33577,1343,70.16,23557,106,502,22949,UMNO,NADZRI BIN ISMAIL,MALE,,12146,,,,,,,,PKN,ZULKIFLY BIN IBRAHIM,MALE,,10803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 60_N.21,PERAK,P. 60,TAMBUN,N.21,HULU KINTA,BN - UMNO,,29791,4717,74.60,22223,1938,654,19631,UMNO,MAZIDAH BT ZAKARIA,FEMALE,,12174,,PAS,MEJ (B) YAHYA ARIFF,MALE,,7457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 61_N.22,PERAK,P. 61,IPOH TIMOR,N.22,TAMAN CANNING,BN - GERAKAN,,30369,2696,67.95,20635,675,340,19620,GERAKAN,HIEW YEW CAN,MALE,,11158,,DAP,V. SIVAKUMAR,MALE,,8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 61_N.23,PERAK,P. 61,IPOH TIMOR,N.23,TEBING TINGGI,BN - MCA,,21703,1252,58.82,12765,39,190,12536,MCA,CHEW WAI KHOON,MALE,,6894,,DAP,FAN YEW TENG,,,5642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 61_N.24,PERAK,P. 61,IPOH TIMOR,N.24,PASIR PINJI,BN - MCA,,25812,1019,65.95,17022,63,242,16717,MCA,CHAN KAM,MALE,,8868,,DAP,NGEH KOO HAM,MALE,,7849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 62_N.25,PERAK,P. 62,IPOH BARAT,N.25,BERCHAM,BN - MCA,,37367,3547,69.91,26123,773,467,24883,MCA,TAN CHIN MENG,MALE,,14215,,DAP,CHONG TAT CHEONG,,,10668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 62_N.26,PERAK,P. 62,IPOH BARAT,N.26,BUNTONG,BN - MCA,,33988,4027,66.41,22573,108,490,21975,MCA,YIK PHOOI HONG,MALE,,13001,,DAP,M. KULASEGARAN,MALE,,8974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 63_N.27,PERAK,P. 63,BATU GAJAH,N.27,MENGLEMBU,BA - DAP,,30892,1800,67.57,20874,2,400,20472,MCA,LIEW KAY CHAY @ LIEW CHOONG SANG,,,9336,,DAP,KEONG MENG SING,,,11136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 63_N.28,PERAK,P. 63,BATU GAJAH,N.28,LAHAT,BN - MCA,,28137,1997,63.27,17803,0,479,17324,MCA,LEE KON YIN,,,9399,,DAP,CHEN TIAM SEONG,,,7402,,,,,,,,MDP,YANG KAR MING,,,523,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P. 64_N.29,PERAK,P. 64,KUALA KANGSAR,N.29,BUKIT CHANDAN,BN - UMNO,,16914,1533,63.81,10792,37,256,10499,UMNO,AHMAD BIN JAAFAR,MALE,,6016,,,,,,,,PKN,HAJI CHE MAT BIN HAJI PADALI,MALE,,4483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 64_N.30,PERAK,P. 64,KUALA KANGSAR,N.30,MANONG,BN - UMNO,,16917,1163,67.25,11377,330,256,10791,UMNO,RAMLY BIN ZAHARI,MALE,,5977,,PAS,RAJA AHMAD KAMAR BIN RAJA ADENAN,MALE,,4814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 65_N.31,PERAK,P. 65,BERUAS,N.31,PENGKALAN BAHARU,BN - UMNO,,16563,1241,63.85,10576,0,301,10275,UMNO,HAMDI BIN ABU BAKAR,MALE,,5758,,PAS,HISHAM BIN MAT ALI,MALE,,4517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 65_N.32,PERAK,P. 65,BERUAS,N.32,PANTAI REMIS,BA - DAP,,27643,2447,64.09,17716,0,371,17345,MCA,WONG CHONG SANG,,,7449,,DAP,NGA KOR MING,MALE,,9896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 66_N.33,PERAK,P. 66,PARIT,N.33,BELANJA,BA - PAS,,18066,119,66.89,12085,0,262,11823,UMNO,HAJI MOHD ZAIM BIN HAJI ABU HASSAN,MALE,,5852,,PAS,DR. FAIZOL FADZLI BIN HAJI MOHAMED,MALE,,5971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 66_N.34,PERAK,P. 66,PARIT,N.34,BOTA,BA - PKN,,17406,631,63.54,11060,0,333,10727,UMNO,ISMAIL BIN HASBOLLAH,MALE,,5048,,,,,,,,PKN,KAPT (B) USAILI BIN ALIAS,MALE,,5679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 67_N.35,PERAK,P. 67,GOPENG,N.35,RAPAT SETIA,BN - MCA,,32679,4385,67.68,22116,0,496,21620,MCA,CHANG KON YOU @ CHEN KWAN WU,,51,12819,,,,,,,,PKN,SHUIB B. SAHUDIN,MALE,,8434,,MDP,MOHAMAD ASRI B. OTHMAN,MALE,,367,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P. 67_N.36,PERAK,P. 67,GOPENG,N.36,TEJA,BN - MCA,,23912,1832,61.71,14755,1,361,14393,MCA,HO WAI CHEONG,MALE,,8029,,DAP,WONG YOON CHOONG,,,6197,,,,,,,,MDP,NARAYANAN A/L ALLURIAH,MALE,,167,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P. 68_N.37,PERAK,P. 68,KAMPAR,N.37,TUALANG SEKAH,BN - UMNO,,17575,1970,63.25,11117,30,353,10734,UMNO,HJ. MOHD. RADZI MANAN,MALE,,6352,,,,,,,,PKN,HANAFIAH MAN,,,4382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 68_N.38,PERAK,P. 68,KAMPAR,N.38,KUALA DIPANG,BN - MCA,,21083,1336,60.58,12773,12,277,12484,MCA,DR. CHONG FAH,MALE,,6910,,DAP,LAU JIANN CHANG,,,5574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 68_N.39,PERAK,P. 68,KAMPAR,N.39,MALIM NAWAR,BN - MCA,,26063,5979,60.75,15833,20,436,15377,MCA,LEE CHEE LEONG,MALE,,10678,,DAP,SU KEONG SIONG,MALE,,4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 69_N.40,PERAK,P. 69,TAPAH,N.40,CHENDERIANG,BN - MCA,,20109,3557,60.63,12192,881,532,10779,MCA,ONG KA CHUAN,MALE,,7168,,,,,,,,PKN,MAHINDER SINGH,MALE,,3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 69_N.41,PERAK,P. 69,TAPAH,N.41,AYER KUNING,BN - UMNO,,21620,2960,64.85,14021,210,435,13376,UMNO,DATO' HJ. AZMAN BIN MAHALAN,MALE,,8168,,,,,,,,PKN,KHALIL SHAH B. JAMALUDDIN,MALE,,5208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 70_N.42,PERAK,P. 70,PASIR SALAK,N.42,SUNGAI MANIK,BN - UMNO,,21264,2307,68.86,14643,37,491,14115,UMNO,DATO' SERI MOHAMED NAZRI HAJI ABDUL RAHIM,MALE,,8211,,PAS,MUHAIMIN BIN SULAM,MALE,,5904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 70_N.43,PERAK,P. 70,PASIR SALAK,N.43,KAMPONG GAJAH,BN - UMNO,,22024,1043,68.09,14996,48,541,14407,UMNO,AINON KHARIYAH BINTI MOHD. ABAS,FEMALE,,7725,,PAS,USTAZ MUSTAFA BIN SHAARI,MALE,,6682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 71_N.44,PERAK,P. 71,LUMUT,N.44,PANGKOR,BN - UMNO,,25323,1396,82.25,20827,7603,396,12828,UMNO,MOHAMAD WAJDI ISHAK,MALE,,7112,,,,,,,,PKN,MOHD NOR B. MOHD. ALI,MALE,,5716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 71_N.45,PERAK,P. 71,LUMUT,N.45,PASIR PANJANG,BN - MIC,,22238,535,68.01,15123,313,405,14405,MIC,K. MUNISAMY,MALE,,7470,,PAS,USTAZ SIDEK NOOR,MALE,,6935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 71_N.46,PERAK,P. 71,LUMUT,N.46,SITIAWAN,BA - DAP,,22676,3063,63.12,14314,37,402,13875,MCA,DR. KONG DING YOU,MALE,,5406,,DAP,HU CHAN YOU,MALE,,8469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 72_N.47,PERAK,P. 72,BAGAN DATOK,N.47,RUNGKUP,BN - UMNO,,15574,375,60.13,9364,7,356,9001,UMNO,ABDULLAH BIN AHMAD,MALE,,4688,,PAS,UST. MISBAHUL MUNIR MASDUKI,MALE,,4313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 72_N.48,PERAK,P. 72,BAGAN DATOK,N.48,HUTAN MELINTANG,BN - MIC,,21216,1995,60.33,12800,16,653,12131,MIC,DATO' G. RAJOO,MALE,,7063,,,,,,,,PKN,J.P. ANNAH DORAI,MALE,,5068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 73_N.49,PERAK,P. 73,TELOK INTAN,N.49,PASIR BEDAMAR,BA - DAP,,32395,5038,62.62,20285,26,465,19794,GERAKAN,TEIW BOOK TOH,,,7378,,DAP,SEAH LEONG PENG,MALE,,12416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 73_N.50,PERAK,P. 73,TELOK INTAN,N.50,CHANGKAT JONG,BN - UMNO,,24206,1802,62.86,15216,23,585,14608,UMNO,IR. ONN B. HAMZAH,MALE,,8205,,,,,,,,PKN,HAMDAN TAHA,MALE,,6403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 74_N.51,PERAK,P. 74,TANJONG MALIM,N.51,SUNGKAI,BN - MIC,,22190,2454,59.34,13168,62,470,12636,MIC,R. GANESAN,MALE,,7545,,DAP,BATHAMANATHAN A/L RAJOO,MALE,,5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 74_N.52,PERAK,P. 74,TANJONG MALIM,N.52,SLIM,BN - UMNO,,32495,6121,65.53,21294,14,705,20575,UMNO,JUNUS B. WAHID,MALE,,13348,,PAS,USTAZ TARMIZI,MALE,,7227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 75_N.1,PAHANG,P. 75,LIPIS,N.1,CAMERON HIGHLANDS,BN - MCA,,13317,2365,60.49,8056,82,314,7660,MCA,DATO LAW KEE LONG,MALE,,4867,,DAP,J. APALASAMY,MALE,,2502,,,,,,,,,,,,,,,,,,,,INDEPENDENT,RAZIK BIN JUSOH,MALE,,291,LOST DEPOSIT,,,,,,,,,,,,
P. 75_N.2,PAHANG,P. 75,LIPIS,N.2,JELAI,BN - UMNO,,8995,952,65.01,5848,12,287,5549,UMNO,DATO' HAJI OMAR BIN OTHMAN,MALE,,3180,,PAS,MOHD YUSOF BIN ABDUL RAHMAN,MALE,,2228,,,,,,,,,,,,,,,,,,,,INDEPENDENT,NORYA BIN ABAS,MALE,,141,LOST DEPOSIT,,,,,,,,,,,,
P. 75_N.3,PAHANG,P. 75,LIPIS,N.3,PADANG TENGKU,BN - UMNO,,9327,86,76.90,7172,19,173,6980,UMNO,HJ ABDUL HALIM B MANSOR,MALE,,3533,,PAS,MAT @ MOHD RASAD BIN DOLAH OMAR,MALE,,3447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 75_N.4,PAHANG,P. 75,LIPIS,N.4,CEKA,BN - MCA,,10946,321,68.12,7456,89,272,7095,MCA,FONG KOONG FUEE,,,3708,,,,,,,,PKN,TUAN HAJI YUSOF BIN JAAFAR,MALE,,3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 76_N.5,PAHANG,P. 76,RAUB,N.5,BENTA,BN - UMNO,,8147,268,66.36,5406,85,217,5104,UMNO,MOHD SOFFI BIN TAN SRI HAJI ABDUL RAZAK,MALE,,2686,,,,,,,,PKN,AMIR ABD AZIZ,MALE,,2418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 76_N.6,PAHANG,P. 76,RAUB,N.6,BATU TALAM,BN - UMNO,,10887,751,75.39,8208,14,239,7955,UMNO,TENGKU PARIS B. TENGKU RAZLAN,MALE,,4353,,PAS,DR. MOHAMED NILAM,MALE,,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 76_N.7,PAHANG,P. 76,RAUB,N.7,TERAS,BN - MCA,,20336,119,68.87,14006,64,337,13605,MCA,CHAN CHOON FAH,,,6862,,DAP,LIP TUCK CHEE,,,6743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 76_N.8,PAHANG,P. 76,RAUB,N.8,DONG,BN - UMNO,,13019,2323,71.20,9270,27,348,8895,UMNO,DATO HAJI SHAHIRUDDIN AB. MOIN,MALE,,5609,,PAS,MEJAR (B) SOLAHUDDIN BIN HAJI SHAMSUDDIN,MALE,,3286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 77_N.9,PAHANG,P. 77,JERANTUT,N.9,TAHAN,BA - PAS,,10227,103,74.49,7618,18,249,7351,UMNO,ABD. HALIM BIN YUNAN,MALE,,3624,,PAS,CIK MALIK,MALE,,3727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 77_N.10,PAHANG,P. 77,JERANTUT,N.10,DAMAK,BN - MCA,,17223,1851,71.86,12377,57,433,11887,MCA,LAU LEE,MALE,,6583,,PAS,MOHD ZAI BIN MUSTAFA,MALE,,4732,,PKN,KENNY NG HOW ANN,MALE,,572,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 77_N.11,PAHANG,P. 77,JERANTUT,N.11,PULAU TAWAR,BN - UMNO,,15168,763,80.31,12181,12,256,11913,UMNO,DR. AHMAD SHUKRI BIN ISMAIL,MALE,,6338,,PAS,MOHAMED WAHID,MALE,,5575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 78_N.12,PAHANG,P. 78,KUANTAN,N.12,BESERAH,BN - UMNO,,21887,985,76.17,16672,502,671,15499,UMNO,DATO HAJI FAUZI A. RAHMAN,MALE,,8242,,PAS,CIKGU HAJI MOHD YUSOF BIN IBRAHIM,MALE,,7257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 78_N.13,PAHANG,P. 78,KUANTAN,N.13,TERUNTUM,BN - MCA,,24642,3679,71.17,17538,462,525,16551,MCA,DATO' KAN TONG LEONG,MALE,60,10115,,DAP,WONG KIM YUN,,,6436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 78_N.14,PAHANG,P. 78,KUANTAN,N.14,INDERA MAHKOTA,BN - MCA,,23909,3575,75.70,18100,358,439,17303,MCA,TI LIAN KER,MALE,,10439,,,,,,,,PKN,RAZALI ALIAS,MALE,,6864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 79_N.15,PAHANG,P. 79,PAYA BESAR,N.15,SUNGAI LEMBING,BN - UMNO,,12637,1297,74.43,9406,14,253,9139,UMNO,TUAN HAJI MD. SOHAIMI BIN HAJI MOHAMED SHAH,MALE,,5218,,PAS,SULAIMAN MD DERUS,MALE,,3921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 79_N.16,PAHANG,P. 79,PAYA BESAR,N.16,LEPAR,BN - UMNO,,18611,4175,84.69,15761,2783,901,12077,UMNO,HJ. AHMAD TAJUDIN B. HJ. SULAIMAN,MALE,,8126,,DAP,ABU BAKAR B. LEBAI SUDIN,MALE,,3951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 79_N.17,PAHANG,P. 79,PAYA BESAR,N.17,PENUR,BA - PAS,,22033,1925,77.39,17052,48,277,16727,UMNO,HAJI ZAINUDDIN JUMAAT,MALE,,7401,,PAS,ABDUL AZIZ HAJI LONG,MALE,,9326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 80_N.18,PAHANG,P. 80,PEKAN,N.18,KUALA PAHANG,BA - PAS,,13462,1805,74.14,9981,57,225,9699,UMNO,DATO HAJI ABDULLAH BIN MD. DERUS,MALE,,3947,,PAS,MOHD IQBAL HAMDY BIN MOHD RUSDI,MALE,,5752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 80_N.19,PAHANG,P. 80,PEKAN,N.19,BEBAR,BN - UMNO,,11202,827,74.86,8386,11,318,8057,UMNO,ISHAK BIN MUHAMAD,MALE,,4442,,PAS,CIKGU HJ. ABU KASSIM BIN ABDUL GHANI,MALE,,3615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 80_N.20,PAHANG,P. 80,PEKAN,N.20,CINI,BA - PKN,,11168,5,75.29,8408,1,292,8115,UMNO,DATO WAN MOHAMAD RAZALI BIN WAN MAHUSSIN,MALE,,4055,,,,,,,,PKN,MOHD JAFRI HJ ABDUL RASHID,MALE,,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 81_N.21,PAHANG,P. 81,MARAN,N.21,LUIT,BN - UMNO,,8716,1047,72.18,6291,39,157,6095,UMNO,HJ. AHMAD MUNAWAR BIN HJ. ABDUL JALIL,MALE,,3571,,PAS,USTAZ HASHIM YAHAYA,MALE,,2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 81_N.22,PAHANG,P. 81,MARAN,N.22,HULU JEMPUL,BN - UMNO,,11244,1245,75.85,8529,24,210,8295,UMNO,ROSNI ZAHARI,MALE,,4770,,PAS,HAJI ABD. MANAF B OTHMAN,MALE,,3525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 81_N.23,PAHANG,P. 81,MARAN,N.23,JENGKA,BA - PAS,,12706,319,83.24,10576,12,207,10357,UMNO,DATO HAJI ZAINAL HASSAN,MALE,,5019,,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,5338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 81_N.24,PAHANG,P. 81,MARAN,N.24,CENUR,BN - UMNO,,10322,997,78.35,8087,29,197,7861,UMNO,DATO HJ. TAN MOHD AMINUDDIN B. HJ. ISHAK,MALE,,4429,,PAS,TUAN GURU HAJI MOHD BAKI OTHMAN,MALE,,3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 82_N.25,PAHANG,P. 82,MENTEKAB,N.25,JENDERAK,BN - UMNO,,12292,1975,73.66,9054,38,303,8713,UMNO,HAJI MOHAMED BIN HAJI JAAFAR,MALE,,5344,,PAS,USTAZ AHMAD NAFIRI BIN MD TOAZI,MALE,,3369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 82_N.26,PAHANG,P. 82,MENTEKAB,N.26,SANGGANG,BN - UMNO,,15579,1038,72.46,11288,37,273,10978,UMNO,DATO' HAJI ABDULLAH BIN HAJI KIA,MALE,,6008,,PAS,USTAZ ABDUL RAHIM BIN ABD. LATIF,MALE,,4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 82_N.27,PAHANG,P. 82,MENTEKAB,N.27,LANCANG,BN - UMNO,,15895,2639,73.87,11742,86,353,11303,UMNO,HAJI MOHD SHARKAR HAJI SHAMSUDIN,MALE,,6971,,PAS,USTAZ ABU KASSIM BIN MANAF,MALE,,4332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 83_N.28,PAHANG,P. 83,BENTUNG,N.28,BILUT,BN - MCA,,15337,1896,74.16,11374,567,289,10518,MCA,HOH KHAI MUN,MALE,,6207,,DAP,SOON SAU CHOONG,,,4311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 83_N.29,PAHANG,P. 83,BENTUNG,N.29,KETARI,BN - GERAKAN,,16434,231,72.23,11870,50,303,11517,GERAKAN,DATO LOKE KOON KAM,MALE,,5874,,DAP,CHOONG SIEW ONN,,,5643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
