UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,PAS CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
P.93_N.17,NEGERI SEMBILAN,P.93,TELOK KEMANG,N.17,JIMAH,BN - MCA,,11451,313,81.33,9313,326,8987,MCA,YAP AH PENG @ YAP AUN PING,MALE,,4650,,DAP,TEDDY @ EDWARD PANG,MALE,,4337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.93_N.18,NEGERI SEMBILAN,P.93,TELOK KEMANG,N.18,SIRUSA,BN - MIC,,11117,1407,75.17,8357,238,8119,MIC,MUTHUPPALANIAPPAN @ MANI A/L MATHURAMAN CHETTIAR,MALE,,4763,,DAP,MOHAMED ZAIN @ YUSOF BIN BADOR,MALE,,3356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.93_N.19,NEGERI SEMBILAN,P.93,TELOK KEMANG,N.19,PASIR PANJANG,BN - UMNO,,8263,3314,70.69,5841,156,5685,UMNO,MUSTAFA @ MUSTAPAH BIN HAJI HASSAN,MALE,,4353,,DAP,MD. HARUN BIN ABD. GHANI,MALE,,1039,,PAS,ISHAK B. IBRAHIM,MALE,,293,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.93_N.20,NEGERI SEMBILAN,P.93,TELOK KEMANG,N.20,LINGGI,BN - UMNO,Y,8144,,,,,,UMNO,MOHD. ISA BIN ABDUL SAMAD,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.94_N.21,NEGERI SEMBILAN,P.94,TAMPIN,N.21,KOTA,BN - UMNO,,9238,4627,77.1,7123,204,6919,UMNO,ISMAIL BIN MOHD. YASSIN,MALE,,5773,,,,,,,,PAS,AZHARI B. HAMZAH,MALE,,1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.94_N.22,NEGERI SEMBILAN,P.94,TAMPIN,N.22,GEMENCHEH,BN - UMNO,,13583,3203,69.61,9455,65,9390,UMNO,WAAD BIN HAJI MANSOR,MALE,,5787,,DAP,LEE KONG CHON,,,687,LOST DEPOSIT,PAS,MOHD. ALI NAPIAH BIN ISMAIL,MALE,,332,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,LASSIM @ HASHIM BIN HAJI PILUD,MALE,,2584,,,,,,,,,,,,,,,,,,,
P.94_N.23,NEGERI SEMBILAN,P.94,TAMPIN,N.23,GEMAS,BN - UMNO,,12172,6009,78.24,9524,371,9153,UMNO,MD. SALLEH BIN MD. HASHIM,MALE,,7581,,,,,,,,PAS,JAAFAR BIN AHMAD,MALE,,1572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.94_N.24,NEGERI SEMBILAN,P.94,TAMPIN,N.24,ROMPIN,BN - MCA,,14255,4421,78.17,11143,102,11041,MCA,LEE KOK CHING,MALE,,7401,,DAP,LEE YUEN FONG,,,2980,,PAS,NORDIN BIN SUMAN,MALE,,660,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.1,MELAKA,P.95,ALOR GAJAH,N.1,TABOH NANING,BN - UMNO,,11453,3489,70.73,8101,152,7949,UMNO,ABDUL RAZAK B. ALIAS,MALE,,5541,,DAP,WOO HAP HIN,,,2052,,PAS,ABDUL RAHMAN BIN SULONG,MALE,,356,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.2,MELAKA,P.95,ALOR GAJAH,N.2,SUNGAI BAHRU,BN - UMNO,,9825,4723,75.13,7382,157,7225,UMNO,MOHAMED BIN JAIS,MALE,,5974,,,,,,,,PAS,AB. RAHMAN BIN HJ. HASAN,MALE,,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.3,MELAKA,P.95,ALOR GAJAH,N.3,MACHAP,BN - MCA,,8061,2388,76.89,6198,148,6050,MCA,NG KIM FONG,MALE,,3757,,DAP,LIM SWEE,,,1369,,PAS,HJ. AHMAD BIN BABA,MALE,,709,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,KHOO PECK WAN,,,215,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.95_N.4,MELAKA,P.95,ALOR GAJAH,N.4,KELEMAK,BN - UMNO,,9086,5296,74.6,6778,196,6582,UMNO,A. RAHIM BIN TAMBY CHIK,MALE,,5939,,,,,,,,PAS,JALIL BIN MOHAMAD ISA,MALE,,643,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.5,MELAKA,P.95,ALOR GAJAH,N.5,MASJID TANAH,BN - UMNO,,10012,4524,72.82,7291,167,7124,UMNO,DRIS BIN ABD. GANI,MALE,,5824,,,,,,,,PAS,A. MAJID BIN SULAIMAN,MALE,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.6,MELAKA,P.96,JASIN,N.6,BATANG MELAKA,BN - MCA,,9608,3505,75.29,7234,328,6906,MCA,LIM AH KOW @ LIM SOO KIANG,MALE,,4836,,DAP,C.S. BALAN,MALE,,1331,,PAS,MD. DAUD BIN SUBOH,MALE,,739,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.7,MELAKA,P.96,JASIN,N.7,NYALAS,BN - UMNO,,9249,4811,78.26,7238,154,7084,UMNO,AB. AZIZ TAPA @ MAT HAJIS BIN TAPAR,MALE,,5615,,DAP,FOO AH KOW,,,804,LOST DEPOSIT,PAS,ADAM B. HJ. LATIFF,MALE,,665,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.8,MELAKA,P.96,JASIN,N.8,AYER PANAS,BN - UMNO,,10282,5158,76.31,7846,270,7576,UMNO,MAT ARIS B. KONIL,MALE,,6367,,,,,,,,PAS,TOMPANG B. SAADAN,MALE,,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.9,MELAKA,P.96,JASIN,N.9,SERKAM,BN - UMNO,,9210,3003,76.17,7015,166,6849,UMNO,NAWAWI B. HJ. AHMAD,MALE,,4926,,,,,,,,PAS,SALLEH B. AYOB,MALE,,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.10,MELAKA,P.96,JASIN,N.10,SUNGAI RAMBAI,BN - UMNO,,8239,4152,75.52,6222,208,6014,UMNO,AHMAD B. ITHNIN,MALE,,5083,,,,,,,,PAS,MOHD. YATIM BIN ABD. WAHAB,MALE,,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.11,MELAKA,P.97,BATU BERENDAM,N.11,TANJONG MINYAK,BN - UMNO,Y,12318,,,,,,UMNO,AHMAD HAJI ABDULLAH,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.12,MELAKA,P.97,BATU BERENDAM,N.12,AYER KEROH,BN - UMNO,,12769,4817,78.03,9964,199,9765,UMNO,A. SAMAD BIN KASIM,MALE,,7291,,DAP,ANG KWEE TENG,,,2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.13,MELAKA,P.97,BATU BERENDAM,N.13,AYER MOLEK,BN - UMNO,Y,9243,,,,,,UMNO,MOHD. TAMRIN ABDUL GHAFAR,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.14,MELAKA,P.97,BATU BERENDAM,N.14,SUNGAI UDANG,BN - UMNO,,9934,5016,74.73,7424,270,7154,UMNO,AHMAD NORDIN B. MD. AMIN,MALE,,6085,,,,,,,,PAS,YA'COF B. HJ. A. HASSAN @ YAAKOP B. HJ. ABU HASSAN,MALE,,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.15,MELAKA,P.97,BATU BERENDAM,N.15,BUKIT RAMBAI,BN - UMNO,Y,10047,,,,,,UMNO,DATIN FATIMAH AHMAD,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_N.16,MELAKA,P.98,KOTA MELAKA,N.16,PRINGGIT,BN - MCA,,16479,6438,77.95,12845,226,12619,MCA,TEE CHENG YORK @ TEE HOW,MALE,,9344,,DAP,YAO JIOK HUA @ YAU SIOK HUA,,,2906,,,,,,,,,,,,,,,,,,,,INDEPENDENT,ROSMAH BINTI KAMARUDIN,FEMALE,,369,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.98_N.17,MELAKA,P.98,KOTA MELAKA,N.17,TRANQUERAH,BN - MCA,,14352,1144,79.18,11364,244,11120,MCA,NG PENG HONG @ NG PENG HAY,MALE,,6132,,DAP,BERNARD STA MARIA,MALE,,4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_N.18,MELAKA,P.98,KOTA MELAKA,N.18,KUBU,DAP,,13515,1897,79.73,10775,205,10570,GERAKAN,YAM WAI HONG,,,4084,,DAP,YONG WEE YOOK @ YONG WEE NGOK,,,5981,,,,,,,,,,,,,,,,,,,,INDEPENDENT,TAN CHOO CHAI,,,505,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.98_N.19,MELAKA,P.98,KOTA MELAKA,N.19,DURIAN DAUN,DAP,,12653,607,77.89,9855,180,9675,MCA,PHUA JIN HOCK,MALE,,4534,,DAP,LAI KEUN BAN,,,5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_N.20,MELAKA,P.98,KOTA MELAKA,N.20,BANDAR HILIR,BN - MCA,,12901,3063,77.9,10050,175,9875,MCA,GAN BOON LEONG,MALE,48,6447,,DAP,LIM KIT SIANG,MALE,,3384,,,,,,,,,,,,,,,,,,,,INDEPENDENT,LEE CHING SEN,,,44,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.99_N.1,JOHOR,P.99,LABIS,N.1,BULOH KASAP,BN - MIC,,17870,6541,74.66,13342,321,13021,MIC,ARUMUGAM CHETTIAR S/O VERRU CHETTIAR,MALE,,9045,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT,LEWAT BIN IBRAHIM,MALE,,380,LOST DEPOSIT,INDEPENDENT,YEONG CHEW CHIN,,,2504,,INDEPENDENT,GOH SENG TECK,,,1092,LOST DEPOSIT,,,,,,
P.99_N.2,JOHOR,P.99,LABIS,N.2,AYER PANAS,BN - MCA,,19080,9351,78.32,14943,309,14634,MCA,LAW LAI HENG,MALE,,11735,,,,,,,,PAS,JAMAL BIN AHMAD,MALE,,515,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,ONG CHEN TECK,,,2384,,,,,,,,,,,,,,,,,,,
P.100_N.3,JOHOR,P.100,SEGAMAT,N.3,BANDAR SEGAMAT,BN - MCA,,25156,5131,78.38,19717,440,19277,MCA,LIM SI CHENG,MALE,,12204,,DAP,FOO KOK YONG,,,7073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.100_N.4,JOHOR,P.100,SEGAMAT,N.4,BUKIT SERAMPANG,BN - UMNO,,16117,8519,79.16,12758,393,12365,UMNO,ZAKARIA BIN HJ. SALLEH,MALE,,10442,,DAP,DAUD BIN JABAH,MALE,,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.101_N.5,JOHOR,P.101,KELUANG,N.5,BEKOK,BN - MCA,,18583,3812,75.91,14106,520,13586,MCA,SIAW SIEW BEE,MALE,,8618,,DAP,LIM AH KOW,,,4806,,PAS,ABU BAKAR BIN BAHARUDIN,MALE,,129,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,MO MIN K. KUTTY ALI,MALE,,33,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.101_N.6,JOHOR,P.101,KELUANG,N.6,BANDAR KELUANG,BN - MCA,,36134,3270,77.89,28146,668,27478,MCA,KANG CHOW OH,MALE,,15374,,DAP,LEE KAW,,,12104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.102_N.7,JOHOR,P.102,TENGGAROH,N.7,ENDAU,BN - UMNO,,11954,5220,72.85,8709,409,8300,UMNO,ABD. AJIB BIN AHMAD,MALE,,6760,,,,,,,,PAS,IBRAHIM BIN ABDULLAH,MALE,,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.102_N.8,JOHOR,P.102,TENGGAROH,N.8,MERSING,BN - MCA,Y,12499,,,,,,MCA,LIM IK KIM,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.103_N.9,JOHOR,P.103,LEDANG,N.9,TANGKAK,BN - MCA,,17152,5801,75.05,12873,288,12585,MCA,LIM ENG SENG @ LUM TONG KENG,MALE,,9193,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT,ONG CHEE WAH,,,3392,,,,,,,,,,,,,,,,,,,
P.103_N.10,JOHOR,P.103,LEDANG,N.10,SEROM,BN - UMNO,Y,16344,,,,,,UMNO,MOHD. NOOR MOHD. DOM,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_N.11,JOHOR,P.104,PAGOH,N.11,JORAK,BN - UMNO,,15325,6861,76.81,11772,373,11399,UMNO,DATO HAJI ABD. RAHMAN BIN MAHMUD,MALE,,9016,,DAP,GOH KIM TIN,,,2155,,PAS,SUMADI BIN AHMAD @ AHAMAD,MALE,,228,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_N.12,JOHOR,P.104,PAGOH,N.12,KESANG,BN - UMNO,,15292,7827,73.21,11195,392,10803,UMNO,SABARIAH BT. AHMAD,FEMALE,,9315,,,,,,,,PAS,TAIB BIN HJ. KASSIM,MALE,,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.105_N.13,JOHOR,P.105,AYER HITAM,N.13,SRI LALANG,BN - MCA,,19033,8172,77.11,14677,497,14180,MCA,SIM GEOK PEAK,MALE,,10915,,DAP,CHAN YIEK NUNG,,,2743,,PAS,KAMAL BIN IDRIS,MALE,,522,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.105_N.14,JOHOR,P.105,AYER HITAM,N.14,SRI MEDAN,BN - UMNO,Y,18745,,,,,,UMNO,KAMISAN BIN HAJI ASARI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.106_N.15,JOHOR,P.106,MUAR,N.15,BANDAR MAHARANI,BN - UMNO,,37939,4741,74.31,28194,1493,26701,UMNO,MUSA BIN HJ. ISMAIL,MALE,,15277,,DAP,HO CHAN MEE,,,10536,,PAS,MOHAMED BIN ANANG,MALE,,888,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.106_N.16,JOHOR,P.106,MUAR,N.16,PARIT JAWA,BN - UMNO,,20058,7641,77.91,15628,731,14897,UMNO,MD. SALLEH BIN KASMIN,MALE,,11269,,DAP,LAU BAK KIA,,,3628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.107_N.17,JOHOR,P.107,RENGGAM,N.17,LAYANG-LAYANG,BN - MCA,,26657,8422,77.54,20670,888,19782,MCA,LOW BOON KING @ LOW BOON HONG,MALE,,14102,,DAP,CHAI SEK YONG,,,5680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.107_N.18,JOHOR,P.107,RENGGAM,N.18,KULAI,BN - GERAKAN,,28158,761,76.35,21500,761,20739,GERAKAN,KEW CHE WAT @ KHOO CHE WAT,,,10750,,DAP,SONG SING KWEE,,,9989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.108_N.19,JOHOR,P.108,PANTI,N.19,KOTA TINGGI,BN - UMNO,Y,21247,,,,,,UMNO,DATUK YUSUF MALIM KUNING,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.108_N.20,JOHOR,P.108,PANTI,N.20,JOHOR LAMA,BN - UMNO,Y,28777,,,,,,UMNO,ATASHA HAJI MAJID,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.109_N.21,JOHOR,P.109,SRI GADING,N.21,PARIT RAJA,BN - UMNO,Y,18564,,,,,,UMNO,MOHD. SHARIFF LASIM,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.109_N.22,JOHOR,P.109,SRI GADING,N.22,SIMPANG RENGGAM,BN - UMNO,,17163,8592,75.99,13042,576,12466,UMNO,SYED ZAIN BIN IDRUS,MALE,,10529,,,,,,,,PAS,AHMAD KHAITANI BIN KOSNINI,MALE,,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.110_N.23,JOHOR,P.110,SEMERAH,N.23,SRI MENANTI,BN - UMNO,,13221,6815,75.25,9949,420,9529,UMNO,MOHAMED SAM BIN SAILAH,MALE,,8172,,,,,,,,PAS,HUSSIN BIN DAWAM,MALE,,1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.110_N.24,JOHOR,P.110,SEMERAH,N.24,PESERAI,BN - UMNO,,28500,9363,75.52,21524,789,20735,UMNO,REDZWAN BIN HAJI SALIM @ RIDWAN SALIM BILAL,MALE,,15049,,DAP,AHMAD B. TON,MALE,,5686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.111_N.25,JOHOR,P.111,BATU PAHAT,N.25,BANDAR PENGGARAM,BN - MCA,,33072,12412,74.43,24615,752,23863,MCA,TAN PENG KHOON,MALE,,17115,,DAP,WONG AH CHOO (CHEW),,,4703,,PAS,MD. SULAIMAN @ MOHAMED B. HJ. ANUAR,MALE,,992,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,OTHMAN B. LUDIN @ ABD. HAMID B. LUDIN PET LUDIN,MALE,,1053,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.111_N.26,JOHOR,P.111,BATU PAHAT,N.26,RENGIT,BN - UMNO,Y,15480,,,,,,UMNO,DATUK ABDUL JALAL ABU BAKAR,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.112_N.27,JOHOR,P.112,PONTIAN,N.27,BENUT,BN - UMNO,,22182,12143,75.98,16855,426,16429,UMNO,HASMONI BIN HAJI SALIM,MALE,,14286,,,,,,,,PAS,MELATU SAMSI BIN SUHADAH,MALE,,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.112_N.28,JOHOR,P.112,PONTIAN,N.28,KUKUP,BN - UMNO,,27727,7137,77.99,21625,320,21305,UMNO,AHMAD BIN ABDULLAH,MALE,,14221,,DAP,TAN KIM CHIEW,,,7084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.113_N.29,JOHOR,P.113,PULAI,N.29,GELANG PATAH,BN - UMNO,,22601,7102,78.46,17732,914,16818,UMNO,DATO' MD YUNOS BIN SULAIMAN,MALE,,11960,,DAP,SIRAN BIN SAHAH,MALE,,4858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.113_N.30,JOHOR,P.113,PULAI,N.30,SKUDAI,BN - UMNO,,38702,15029,74.03,28653,1050,27603,UMNO,MAHMOOD BIN DAUD,MALE,,21316,,,,,,,,,,,,,,PSRM,HASSAN BIN ABDUL KARIM,MALE,,6287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.114_N.31,JOHOR,P.114,JOHOR BAHRU,N.31,TIRAM,BN - UMNO,,35892,14654,76.06,27301,1217,26084,UMNO,MOHD. ALI BIN HASSAN,MALE,,20369,,,,,,,,,,,,,,PSRM,GURDIAL SINGH NIJAN A/L SADU SINGH,MALE,,5715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.114_N.32,JOHOR,P.114,JOHOR BAHRU,N.32,TANJONG PETRI,BN - MCA,,62613,12893,71.86,44992,1229,43763,MCA,WOON SEE CHIN,MALE,,28328,,,,,,,,,,,,,,PSRM,A. RAZAK BIN AHMAD,MALE,,15435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
