UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOT ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,PH CANDIDATE LOST DEPOSIT,GS,GS CANDIDATE,GS CANDIDATE SEX,GS CANDIDATE AGE,GS VOTE,GS CANDIDATE LOST DEPOSIT,GSABAH (1),GSABAH (1) CANDIDATE,GSABAH (1) CANDIDATE SEX,GSABAH (1) CANDIDATE AGE,GSABAH (1) VOTE,GSABAH (1) CANDIDATE LOST DEPOSIT,GSABAH (2),GSABAH (2) CANDIDATE,GSABAH (2) CANDIDATE SEX,GSABAH (2) CANDIDATE AGE,GSABAH (2) VOTE,GSABAH (2) CANDIDATE LOST DEPOSIT,GSABAH (3),GSABAH (3) CANDIDATE,GSABAH (3) CANDIDATE SEX,GSABAH (3) CANDIDATE AGE,GSABAH (3) VOTE,GSABAH (3) CANDIDATE LOST DEPOSIT,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE SEX,WARISAN CANDIDATE AGE,WARISAN VOTE,WARISAN CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE SEX,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,OTHER PARTY (3) CANDIDATE LOST DEPOSIT,OTHER PARTY (4),OTHER PARTY (4) CANDIDATE,OTHER PARTY (4) CANDIDATE SEX,OTHER PARTY (4) CANDIDATE AGE,OTHER PARTY (4) VOTE,OTHER PARTY (4) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P. 069_N. 39,PERAK,P. 069,PARIT,N. 39,BELANJA,BN - UMNO,,14946,2729,81.23,12140,53,187,11900,UMNO,KHAIRUDIN ABU HANIPAH,MALE,46,5879,,PPBM,HAJI YAHANIS YAHYA,MALE,49,2871,,PAS,USTAZ MOHD ZAHID,MALE,37,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 069_N. 40,PERAK,P. 069,PARIT,N. 40,BOTA,BN - UMNO,,20964,1822,83.04,17409,81,258,17070,UMNO,KHAIRUL SHAHRIL MOHAMED,MALE,45,7411,,PPBM,AZRUL AZHAR,MALE,,4070,,PAS,UST. MUHD. ISMI MAT TAIB,MALE,44,5589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 070_N. 41,PERAK,P. 070,KAMPAR,N. 41,MALIM NAWAR,PH - DAP,,22918,6082,74.36,17041,49,319,16673,MCA,CHANG GWO CHYANG,MALE,59,5189,,DAP,LEONG CHEOK KENG,MALE,50,11271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSM,BAWANI KS,FEMALE,32,213,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 070_N. 42,PERAK,P. 070,KAMPAR,N. 42,KERANJI,PH - DAP,,21605,8041,75.74,16363,46,214,16103,MCA,DANIEL WA WAI HOW,MALE,30,4031,,DAP,CHONG ZHEMIN,MALE,33,12072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 070_N. 43,PERAK,P. 070,KAMPAR,N. 43,TUALANG SEKAH,BN - UMNO,,24913,1099,80.93,20161,115,449,19597,UMNO,NOLEE RADZI,FEMALE,43,8767,,PKR,AZLAN HELMI,MALE,38,7668,,PAS,USTAZ HAJI MOHD SOFIAN BIN HAJI REJAB,MALE,,3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 071_N. 44,PERAK,P. 071,GOPENG,N. 44,SUNGAI RAPAT,PH - AMANAH,,31878,3614,82.65,26346,199,284,25863,UMNO,DATUK HAMZAH BIN MOHD KASIM,MALE,62,8811,,AMANAH,DATO' SERI NIZAR,MALE,61,12425,,PAS,RADZI BIN ZAINON,MALE,,4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 071_N. 45,PERAK,P. 071,GOPENG,N. 45,SIMPANG PULAI,PH - PKR,,43055,20689,81.51,35094,176,228,34690,MCA,LIEW YEE LIN,FEMALE,46,4970,,PKR,TAN KAR HING,MALE,36,25659,,PAS,MOHD ARIF ABD. LATIFF @ ARIF URUT,MALE,27,4061,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 071_N. 46,PERAK,P. 071,GOPENG,N. 46,TEJA,PH - PKR,,24324,4390,78.65,19131,80,321,18730,MCA,ALBERT CHANG CHUN CHEUN,MALE,65,6156,,PKR,SANDREA NG,FEMALE,36,10546,,PAS,CIKGU MOKTHAR ABDULLAH,MALE,62,2028,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 072_N. 47,PERAK,P. 072,TAPAH,N. 47,CHENDERIANG,PH - PPBM,,22591,39,77.2,17441,56,365,17020,MCA,CHOONG SHIN HENG,MALE,37,7623,,PPBM,AHMAD FAIZAL DATO' AZUMU,MALE,48,7662,,PAS,NORDIN BIN HASSAN,MALE,,1735,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 072_N. 48,PERAK,P. 072,TAPAH,N. 48,AYER KUNING,BN - UMNO,,24537,2087,80.16,19668,71,409,19188,UMNO,DATO' SAMSUDIN ABU HASSAN,MALE,59,9141,,AMANAH,TAN SENG TOH,MALE,50,7054,,PAS,SALMAH BINTI AB LATIFF,FEMALE,59,2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 073_N. 49,PERAK,P. 073,PASIR SALAK,N. 49,SUNGAI MANIK,BN - UMNO,,26310,1939,80.99,21309,82,396,20831,UMNO,DATO' ZAINOL FADZI PAHARUDIN,MALE,52,9265,,PKR,MOHAMAD MAHARANI,MALE,50,7326,,PAS,CIKGU YUSOFF,MALE,,4071,,,,,,,,,,,,,,,,,,,,,,,,,,BERJASA,DR MUSTAPA KAMAL BIN MAULUT,MALE,,169,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 073_N. 50,PERAK,P. 073,PASIR SALAK,N. 50,KAMPONG GAJAH,BN - UMNO,,28361,3345,81.8,23198,83,547,22568,UMNO,DATUK DR WAN NORASHIKIN BINTI WAN NOORDIN,FEMALE,45,11026,,AMANAH,CIKGU ZAITON,FEMALE,55,3861,,PAS,USTAZ MUSTAFA SHAARI,MALE,53,7681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 074_N. 51,PERAK,P. 074,LUMUT,N. 51,PASIR PANJANG,PH - AMANAH,,42402,1219,83.71,35494,202,470,34822,UMNO,DATO' RASHIDI IBRAHIM,MALE,52,12904,,AMANAH,CIKGU YAHAYA,MALE,61,14123,,PAS,HAJJAH ROHAWATI ABIDIN,FEMALE,48,7795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 074_N. 52,PERAK,P. 074,LUMUT,N. 52,PANGKOR,BN - UMNO,,24755,1626,78.96,19547,151,628,18768,UMNO,DATO' SERI DIRAJA DR ZAMBRY ABD KADIR,MALE,56,8378,,PPBM,KOMANDER (B) NORDIN,MALE,52,6752,,PAS,USTAZ ZAINAL ABIDIN SAAD,MALE,51,3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 075_N. 53,PERAK,P. 075,BAGAN DATUK,N. 53,RUNGKUP,BN - UMNO,,16067,3069,79.33,12746,46,281,12419,UMNO,SHAHRUL ZAMAN BIN YAHYA,MALE,,6529,,AMANAH,HATIM BIN MUSA,MALE,64,3460,,PAS,CIKGU MD MUKRI,MALE,59,2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 075_N. 54,PERAK,P. 075,BAGAN DATUK,N. 54,HUTAN MELINTANG,BN - UMNO,,31242,741,80.17,25048,124,593,24331,UMNO,KHAIRUDDIN BIN TARMIZI,MALE,54,10961,,PKR,MANIVANAN GOWIN,MALE,42,10220,,PAS,USTAZ MISBAH,MALE,55,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 076_N. 55,PERAK,P. 076,TELUK INTAN,N. 55,PASIR BEDAMAR,PH - DAP,,31439,14520,81.74,25699,94,226,25379,MCA,KONG SUN CHIN,MALE,56,4960,,DAP,TERENCE NAIDU,MALE,50,19480,,PAS,S. KUMARESAN,MALE,47,939,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 076_N. 56,PERAK,P. 076,TELUK INTAN,N. 56,CHANGKAT JONG,BN - UMNO,,35048,67,82.44,28893,116,578,28199,UMNO,MOHD AZHAR BIN JAMALUDDIN,MALE,51,11216,,PPBM,FAIZUL ISMAIL,MALE,,11149,,PAS,HJ. AZHAR RAFIEI,MALE,,5834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 077_N. 57,PERAK,P. 077,TANJONG MALIM,N. 57,SUNGKAI,PH - DAP,,17128,6493,79.47,13612,52,286,13274,MIC,DATO' V. ELANGO,MALE,53,3138,,DAP,A. SIVANESAN,MALE,62,9631,,PAS,APPALASAMY A/L JETAKIAH,MALE,59,505,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 077_N. 58,PERAK,P. 077,TANJONG MALIM,N. 58,SLIM,BN - UMNO,,23377,2183,81.53,19060,136,350,18574,UMNO,DATO' KHUSAIRI TALIB,MALE,57,8327,,PPBM,MOHD AMRAN IBRAHIM,MALE,46,6144,,PAS,USTAZ ZULFADLI ZAINAL,MALE,,4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 077_N. 59,PERAK,P. 077,TANJONG MALIM,N. 59,BEHRANG,PH - AMANAH,,27963,409,82.03,22938,61,412,22465,UMNO,DATO HJH RUSNAH KASSIM,FEMALE,64,9361,,AMANAH,AMINUDDIN ZULKIPLI,MALE,49,9770,,PAS,USTAZ SAYED ZAMZURI,MALE,,3334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 078_N. 01,PAHANG,P. 078,CAMERON HIGHLANDS,N. 01,TANAH RATA,PH - DAP,,19505,3589,76.99,15017,59,305,14653,MCA,LEONG TAK MAN,MALE,68,5232,,DAP,CHIONG YOKE KONG,MALE,35,8821,,PAS,DATO' KUMAR,MALE,45,600,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 078_N. 02,PAHANG,P. 078,CAMERON HIGHLANDS,N. 02,JELAI,BN - UMNO,,12543,3507,82.2,10310,103,471,9736,UMNO,DATO' SRI WAN ROSDY BIN WAN ISMAIL,MALE,60,5858,,PPBM,DR. ABDUL RASID ALI,MALE,,1298,,PAS,ABDUL KARIM BIN NOR,MALE,64,2351,,,,,,,,,,,,,,,,,,,,,,,,,,PSM,MAT NOR AYAT,MALE,,229,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 079_N. 03,PAHANG,P. 079,LIPIS,N. 03,PADANG TENGKU,BN - UMNO,,14057,1244,83,11667,53,173,11441,UMNO,DATO' MUSTAPA BIN LONG,MALE,57,5691,,PPBM,ALIAS ABD RAHMAN,MALE,,1303,LOST DEPOSIT,PAS,USTAZ ROSLAN BIN HARUN,MALE,57,4447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 079_N. 04,PAHANG,P. 079,LIPIS,N. 04,CHEKA,BN - MCA,,12585,202,79.01,9943,33,232,9678,MCA,LEE AH WONG,MALE,62,3475,,PKR,RASID BIN MUHAMAD,MALE,,2930,,PAS,HAJI SALUDIN BIN ENDOL,MALE,57,3273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 079_N. 05,PAHANG,P. 079,LIPIS,N. 05,BENTA,BN - UMNO,,8652,340,81.58,7058,32,105,6921,UMNO,DATO' SRI HJ MOHD SOFFI BIN TAN SRI ABD RAZAK,MALE,62,3261,,PKR,SABARUDDIN MOHD YASSIM,MALE,64,2921,,PAS,ANUAR BIN KASSIM,MALE,56,739,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 080_N. 06,PAHANG,P. 080,RAUB,N. 06,BATU TALAM,BN - UMNO,,15188,4320,81.39,12362,50,347,11965,UMNO,ABD AZIZ BIN MAT KIRAM,MALE,58,6922,,PKR,DASIMAH BINTI ZAINUDIN,FEMALE,,2441,,PAS,USTAZ TENGKU ABDUL RAHMAN,MALE,63,2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 080_N. 07,PAHANG,P. 080,RAUB,N. 07,TRAS,PH - DAP,,28912,9953,80.48,23267,118,276,22873,MCA,NG LEAP PONG,MALE,52,5707,,DAP,CHOW YU HUI,MALE,35,15660,,PAS,CHIN CHOY HEE,MALE,67,1506,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 080_N. 08,PAHANG,P. 080,RAUB,N. 08,DONG,BN - UMNO,,13623,3832,83.4,11362,54,210,11098,UMNO,SHAHIRUDDIN BIN AB MOIN,MALE,62,6294,,AMANAH,DR HAMZAH JAAFFAR,MALE,53,2342,,PAS,CIKGU BEDU RAHIM,MALE,63,2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 081_N. 09,PAHANG,P. 081,JERANTUT,N. 09,TAHAN,GS - PAS,,15197,69,81.75,12424,45,227,12152,UMNO,DATO SRI WAN AMIZAN,MALE,46,5569,,PPBM,NORDIN BIN SAMAT,MALE,,945,LOST DEPOSIT,PAS,USTAZ ZAKUAN,MALE,42,5638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 081_N. 10,PAHANG,P. 081,JERANTUT,N. 10,DAMAK,GS - PAS,,25164,1456,80.69,20306,77,402,19827,MCA,DATO ALY,FEMALE,39,4395,,PKR,WONG CHUN YUAN,MALE,29,6988,,PAS,USTAZ ZURIDAN M. DAUD,MALE,47,8444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 081_N. 11,PAHANG,P. 081,JERANTUT,N. 11,PULAU TAWAR,BN - UMNO,,23248,587,80.35,18679,106,295,18278,UMNO,DATO' NAZRI NGAH,MALE,60,8446,,AMANAH,DR JAMALUDDIN HJ ABD RAHIM,MALE,52,1973,LOST DEPOSIT,PAS,USTAZ AHMAD NAAWI,MALE,63,7859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 082_N. 12,PAHANG,P. 082,INDERA MAHKOTA,N. 12,BESERAH,GS - PAS,,38721,1305,83.63,32384,148,331,31905,UMNO,DATO' SUHAIMI SULONG,MALE,48,8732,,AMANAH,HAJI ZULKIFLI MOHAMED,MALE,45,10934,,PAS,ANDANSURA RABU,MALE,52,12239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 082_N. 13,PAHANG,P. 082,INDERA MAHKOTA,N. 13,SEMAMBU,PH - PKR,,38487,5511,83.7,32215,114,307,31794,MCA,QUEK TAI SEONG,MALE,39,7323,,PKR,LEE CHEAN CHUNG,MALE,37,14991,,PAS,MOHD YUSOF HASHIM,MALE,47,9480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 083_N. 14,PAHANG,P. 083,KUANTAN,N. 14,TERUNTUM,PH - PKR,,24746,7725,81.66,20207,276,163,19768,MCA,TEE CHOON SER @ MISTY,FEMALE,37,4502,,PKR,SIM CHON SIANG,MALE,53,12227,,PAS,HAJJAH AZIZAH BINTI MOHD ALI,FEMALE,66,3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 083_N. 15,PAHANG,P. 083,KUANTAN,N. 15,TANJUNG LUMPUR,GS - PAS,,25120,1339,83.98,21097,102,316,20679,UMNO,T. ZULKIFLY BIN T. AHMAD,MALE,,6859,,AMANAH,HAJAH SABRINA MD YUSOFF,FEMALE,52,5622,,PAS,USTAZ ROSLI BIN ABDUL JABAR,MALE,52,8198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 083_N. 16,PAHANG,P. 083,KUANTAN,N. 16,INDERAPURA,BN - UMNO,,12830,2165,86.15,11053,51,225,10777,UMNO,DATO' SRI HAJI SHAFIK FAUZAN BIN SHARIF,MALE,53,5568,,PKR,HAJI FAKHRUL ANUAR BIN ZULKAWI,MALE,49,1806,,PAS,DR. WAN MASERI BINTI WAN MOHD,FEMALE,54,3403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 084_N. 17,PAHANG,P. 084,PAYA BESAR,N. 17,SUNGAI LEMBING,BN - UMNO,,14729,1968,80.4,11842,70,181,11591,UMNO,DATO' HJ MD SOHAIMI BIN HJ MOHAMED SHAH,MALE,61,5436,,PKR,FAUZI BIN ABDUL RAHMAN,MALE,72,2687,,PAS,USTAZ MOHAMAD HAZMI DIBOK,MALE,41,3468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 084_N. 18,PAHANG,P. 084,PAYA BESAR,N. 18,LEPAR,BN - UMNO,,17582,2779,79.99,14063,35,238,13790,UMNO,ABD RAHIM BIN MUDA,MALE,53,6500,,AMANAH,NUR ADDIN IBRAHIM,MALE,33,3721,,PAS,MOHD NOR HISAM BIN MUHAMMAD,MALE,33,3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 084_N. 19,PAHANG,P. 084,PAYA BESAR,N. 19,PANCHING,GS - PAS,,22824,135,83.43,19041,103,255,18683,UMNO,DATO' HJ. MOHD ZAILI BIN HJ. BESAR,MALE,52,7008,,PKR,KAMARZAMAN MOHAMED YUNUS,MALE,62,4490,,PAS,USTAZ MOHD TARMIZI YAHAYA,MALE,43,7143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,BENZIN,MALE,57,42,LOST DEPOSIT,,,,,,
P. 085_N. 20,PAHANG,P. 085,PEKAN,N. 20,PULAU MANIS,BN - UMNO,,20389,2334,81.95,16709,69,309,16331,UMNO,DATO' KHAIRUDDIN BIN MAHMUD,MALE,66,8282,,DAP,ABU BAKAR BIN LEBAI SUDIN,MALE,77,2101,,PAS,KAPT (B) ZAINUDDIN BIN NOH,MALE,58,5948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 085_N. 21,PAHANG,P. 085,PEKAN,N. 21,PERAMU JAYA,BN - UMNO,,32291,7182,83.1,26834,103,403,26328,UMNO,DATO' SRI SH MOHMED PUZI,MALE,61,15433,,PPBM,DATO HJ SALIM BIN HJ ABD MAJID,MALE,59,2644,LOST DEPOSIT,PAS,USTAZ ABU KASSIM,MALE,65,8251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 085_N. 22,PAHANG,P. 085,PEKAN,N. 22,BEBAR,BN - UMNO,,14968,5720,79.97,11970,49,329,11592,UMNO,MOHAMMAD FAKHRUDDIN BIN MOHD ARIFF,MALE,52,8172,,PPBM,AFIF SYAIROL BIN ABDUL RAHIM,MALE,,968,LOST DEPOSIT,PAS,NAZHAR OTHMAN,MALE,62,2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 085_N. 23,PAHANG,P. 085,PEKAN,N. 23,CHINI,BN - UMNO,,21251,4622,79.05,16798,69,232,16497,UMNO,DATO' SRI ABU BAKAR BIN HARUN,MALE,58,10027,,PKR,MOHAMAD RAZALI ITHNAIN,MALE,,1065,LOST DEPOSIT,PAS,USTAZ MOHD FADHIL NOOR,MALE,39,5405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 086_N. 24,PAHANG,P. 086,MARAN,N. 24,LUIT,GS - PAS,,12284,272,81.2,9975,32,157,9786,UMNO,PN.NURHIDAYAH SHAHAIMI,FEMALE,35,3966,,PKR,ROSLI BIN AMIN,MALE,57,1582,,PAS,MOHD SOFIAN BIN ABD JALIL,MALE,57,4238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 086_N. 25,PAHANG,P. 086,MARAN,N. 25,KUALA SENTUL,BN - UMNO,,13360,2039,79.07,10564,44,178,10342,UMNO,DATO' SRI SHAHANIZA BT SHAMSUDDIN,FEMALE,48,5541,,PKR,HAJI BOSTAMIN,MALE,58,1299,,PAS,FAZIL AZMI BIN NADZRI,MALE,,3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 086_N. 26,PAHANG,P. 086,MARAN,N. 26,CHENOR,GS - PAS,,15392,514,83.31,12823,71,199,12553,UMNO,DATO' ARIFIN BIN AWANG ISMAIL,MALE,,5502,,PPBM,ZULIANA BINTI MOHAMED,FEMALE,41,1035,LOST DEPOSIT,PAS,USTAZ MUJIBUR RAHMAN BIN ISHAK,MALE,46,6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 087_N. 27,PAHANG,P. 087,KUALA KRAU,N. 27,JENDERAK,BN - UMNO,,10569,1713,81.46,8610,41,234,8335,UMNO,DATO' SRI HJ. MOHAMED BIN HJ. JAAFAR,MALE,66,4213,,PPBM,FAIZAH BAHAROM,FEMALE,43,1622,,PAS,HAJI ABDULLAH BIN YUSOH,MALE,59,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 087_N. 28,PAHANG,P. 087,KUALA KRAU,N. 28,KERDAU,BN - UMNO,,11974,1934,84,10058,36,148,9874,UMNO,USTAZ SYED IBRAHIM BIN SYED AHMAD,MALE,51,5255,,AMANAH,CIKGU ADNAN @ CIKGU ALANG,MALE,61,1298,,PAS,USTAZ AIREROSHAIRI BIN ROSLAN,MALE,36,3321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 087_N. 29,PAHANG,P. 087,KUALA KRAU,N. 29,JENGKA,GS - PAS,,24721,1813,82.69,20443,82,230,20131,UMNO,DATO' HAJI WAN SALMAN BIN HAJI WAN ISMAIL,MALE,53,8298,,AMANAH,HAJI JALANI LUDIN,MALE,54,1722,LOST DEPOSIT,PAS,USTAZ HAJI SHAHRIL AZMAN BIN ABD HALIM AL HAFIZ,MALE,46,10111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 088_N. 30,PAHANG,P. 088,TEMERLOH,N. 30,MENTAKAB,PH - DAP,,25431,5829,83.04,21118,99,250,20769,MCA,DATO' WONG TAT CHEE,MALE,57,4548,,DAP,WOO CHEE WAN,MALE,59,10547,,PAS,ABIRERAH AWANG CHIK,MALE,57,4718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,CHUAH BOON SEONG,MALE,63,956,LOST DEPOSIT,,,,,,
P. 088_N. 31,PAHANG,P. 088,TEMERLOH,N. 31,LANCHANG,BN - UMNO,,23706,3725,81.62,19348,81,428,18839,UMNO,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,56,8824,,PKR,HAJI ABAS AWANG,MALE,67,5099,,PAS,HASAN BIN OMAR,MALE,56,4836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ELEPHANT,KHAIDIR AHMAD,MALE,56,80,LOST DEPOSIT,,,,,,
P. 088_N. 32,PAHANG,P. 088,TEMERLOH,N. 32,KUALA SEMANTAN,BN - UMNO,,25944,474,83.8,21742,115,246,21381,UMNO,DATO' NOR AZMI BIN MAT LUDIN,MALE,55,7880,,AMANAH,SYED HAMID B SYED MOHAMED,MALE,66,6095,,PAS,HASSANUDDIN SALIM,MALE,50,7406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
