UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,APU,APU CANDIDATE,APU CANDIDATE SEX,APU CANDIDATE AGE,APU VOTE,APU CANDIDATE LOST DEPOSIT,GR,GR CANDIDATE,GR CANDIDATE SEX,GR CANDIDATE AGE,GR VOTE,GR CANDIDATE LOST DEPOSIT,S46,S46 CANDIDATE,S46 CANDIDATE SEX,S46 CANDIDATE AGE,S46 VOTE,S46 CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P. 91_N. 16,SELANGOR,P. 91,GOMBAK,N. 16,SUNGAI TUA,BN - MIC,,19943,7377,70.59,14077,96,398,13583,MIC,GOPALA KRISHNAN A/L V. SUBRAMANIAM,MALE,,10480,,PAS,AZMI BIN HUSSAIN,MALE,,3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 91_N. 17,SELANGOR,P. 91,GOMBAK,N. 17,GOMBAK SETIA,BN - UMNO,,26691,11661,70.62,18849,175,235,18439,UMNO,RAKIBAH BINTI HAJI ABD. MANAP,FEMALE,,15050,,PAS,SALEH HUDDIN BIN MOHD. NASIR,MALE,,3389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 91_N. 18,SELANGOR,P. 91,GOMBAK,N. 18,HULU KELANG,BN - UMNO,,21000,10275,71.66,15049,159,203,14687,UMNO,FUAD BIN HAJI HASSAN,MALE,,12481,,,,,,,,,,,,,,S46,MINHAT BIN SULAIMAN,MALE,,2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 92_N. 19,SELANGOR,P. 92,AMPANG JAYA,N. 19,AMPANG,BN - UMNO,,26208,7815,69.33,18172,144,453,17575,UMNO,MUFTI BIN SUIB,MALE,,12695,,,,,,,,,,,,,,,,,,,,DAP,WONG KOK YEW,,,4880,,,,,,,,,,,,,,,,,,,,,,,,,
P. 92_N. 20,SELANGOR,P. 92,AMPANG JAYA,N. 20,PANDAN,BN - UMNO,,30143,12654,71.6,21585,79,438,21068,UMNO,MAD ARIS BIN MAD YUSUF,MALE,,16861,,,,,,,,,,,,,,S46,MOHAMED @ MOHAMED MUSTAPHA BIN ABU BAKAR,MALE,,4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 92_N. 21,SELANGOR,P. 92,AMPANG JAYA,N. 21,LEMBAH JAYA,BN - UMNO,,29603,13413,73.8,21711,107,493,21111,UMNO,ISMAIL BIN KIJO,MALE,,17262,,PAS,SAROM BIN JAIS,MALE,,3849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 93_N. 22,SELANGOR,P. 93,HULU LANGAT,N. 22,DUSUN TUA,BN - UMNO,,20501,10752,73.27,15022,455,445,14122,UMNO,ZAINAL ABIDIN BIN AHMAD,MALE,,12437,,,,,,,,,,,,,,S46,MOHD. ARBAWI BIN MOHD. ANUAR,MALE,,1685,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 93_N. 23,SELANGOR,P. 93,HULU LANGAT,N. 23,KAJANG,BN - MCA,,26876,7705,69.99,18812,126,439,18247,MCA,CHOONG TOW CHONG,,,12976,,PAS,DR. SHAFIE BIN IBRAHIM,MALE,,5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 93_N. 24,SELANGOR,P. 93,HULU LANGAT,N. 24,BERANANG,BN - UMNO,,19370,8647,72,13947,53,470,13424,UMNO,SHOIB BIN MD. SILIN,MALE,,10242,,,,,,,,,,,,,,S46,JOHARI BIN ISMAIL,MALE,,1587,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,KAMARUDDIN BIN MOHD. ISA,MALE,,1595,LOST DEPOSIT,,,,,,,,,,,,
P. 94_N. 25,SELANGOR,P. 94,PJ UTARA,N. 25,DAMANSARA UTAMA,DAP,,37971,2601,68.43,25984,87,266,25631,MCA,TAN BOON KIAT,FEMALE,,11515,,,,,,,,,,,,,,,,,,,,DAP,DR. OON HONG GEOK,,,14116,,,,,,,,,,,,,,,,,,,,,,,,,
P. 94_N. 26,SELANGOR,P. 94,PJ UTARA,N. 26,KAMPUNG TUNKU,BN - MCA,,30857,2967,63.64,19636,73,346,19217,MCA,KHOO OOI SENG,,,11092,,,,,,,,,,,,,,,,,,,,DAP,PAKIYANATHAN A/L ANAMALY,MALE,,8125,,,,,,,,,,,,,,,,,,,,,,,,,
P. 95_N. 27,SELANGOR,P. 95,PJ SELATAN,N. 27,BUKIT GASING,DAP,,33894,1290,64.57,21886,125,355,21406,GERAKAN,LIM THUANG SENG,MALE,,10058,,,,,,,,,,,,,,,,,,,,DAP,TENG CHANG KHIM,MALE,,11348,,,,,,,,,,,,,,,,,,,,,,,,,
P. 95_N. 28,SELANGOR,P. 95,PJ SELATAN,N. 28,TAMAN MEDAN,BN - UMNO,,32892,13454,67.1,22069,73,442,21554,UMNO,ZAHAR BIN HASHIM,MALE,,17504,,,,,,,,,,,,,,S46,ZAHARI BIN ABD. HAMID,MALE,,4050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 96_N. 29,SELANGOR,P. 96,SERDANG,N. 29,PUCUNG,BN - UMNO,,34759,12767,75.5,26252,355,483,25414,UMNO,MOHAMAD SATIM BIN DIMAN,MALE,,18516,,PAS,ABDUL SANI BIN HAJI ALI,MALE,,1149,LOST DEPOSIT,,,,,,,,,,,,,DAP,NADARASA A/L MUTHUTHAMBY,MALE,,5749,,,,,,,,,,,,,,,,,,,,,,,,,
P. 96_N. 30,SELANGOR,P. 96,SERDANG,N. 30,SRI KEMBANGAN,BN - MCA,,20589,2968,80.35,16543,17,282,16244,MCA,LIEW YUEN KEONG,,,9606,,,,,,,,,,,,,,,,,,,,DAP,LIM SOON HONG,,,6638,,,,,,,,,,,,,,,,,,,,,,,,,
P. 96_N. 31,SELANGOR,P. 96,SERDANG,N. 31,BALAKONG,BN - MCA,,23114,3838,77.43,17898,20,506,17372,MCA,HOH HEE LEE,,,10605,,,,,,,,,,,,,,,,,,,,DAP,TEONG SHYAN CHYUAN,,,6767,,,,,,,,,,,,,,,,,,,,,,,,,
P. 97_N. 32,SELANGOR,P. 97,SUBANG,N. 32,BUKIT LANJAN,BN - GERAKAN,,21384,6324,74.96,16031,907,776,14348,GERAKAN,PIUS MARTIN A/L S. MARTIN,MALE,,9511,,PAS,ARIFFIN BIN SHAFIE,MALE,,1650,LOST DEPOSIT,,,,,,,,,,,,,DAP,CHANG CHAN MAN,,,3187,,,,,,,,,,,,,,,,,,,,,,,,,
P. 97_N. 33,SELANGOR,P. 97,SUBANG,N. 33,KELANA JAYA,BN - UMNO,,27365,11979,63.94,17498,70,435,16993,UMNO,MOHD. MOKHTAR BIN HAJI AHMAD DAHLAN,MALE,,14486,,,,,,,,,,,,,,S46,MOHD. NOR RAHA BIN HAJI MASOD,MALE,,2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 97_N. 34,SELANGOR,P. 97,SUBANG,N. 34,SUBANG JAYA,BN - MCA,,25119,10829,73.1,18363,52,326,17985,MCA,LEE HWA BENG,,,14407,,,,,,,,,,,,,,S46,A. GHANI BIN HARUN,MALE,,3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 98_N. 35,SELANGOR,P. 98,SHAH ALAM,N. 35,BATU TIGA,BN - UMNO,,24308,11041,71.97,17494,0,311,17183,UMNO,ABU SUJAK BIN HAJI MAHMUD,MALE,,14112,,PAS,WAN AHMAD BIN OTHMAN,MALE,,3071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 98_N. 36,SELANGOR,P. 98,SHAH ALAM,N. 36,SUNGAI RENGGAM,BN - UMNO,,32518,16105,73.7,23965,0,420,23545,UMNO,MOHD. ZIN BIN MOHAMED,MALE,,19825,,,,,,,,,,,,,,S46,WAN MOHAMAD HALIM BIN WAN AHMAD TAJUDDIN,MALE,,3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 98_N. 37,SELANGOR,P. 98,SHAH ALAM,N. 37,KOTA RAJA,BN - MIC,,28376,10182,75.18,21332,0,548,20784,MIC,RAJAKUPAL A/L SINATHAMBY,MALE,,15483,,,,,,,,,,,,,,S46,SALMAH BT. SAFARMAN,FEMALE,,5301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 99_N. 38,SELANGOR,P. 99,KAPAR,N. 38,MERU,BN - UMNO,,20937,9618,77.64,16256,29,413,15814,UMNO,JAEI BIN ISMAIL,MALE,,12716,,,,,,,,,,,,,,S46,SHAREH BIN MANSOR,MALE,,3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 99_N. 39,SELANGOR,P. 99,KAPAR,N. 39,SEMENTA,BN - UMNO,,23302,9446,74.19,17290,20,397,16873,UMNO,ABD. RAHMAN BIN PALIL,MALE,,12262,,PAS,MOHD. KUSRIN BIN RAHMAD,MALE,,1795,LOST DEPOSIT,,,,,,,,,,,,,DAP,DELIGANNU A/L ALLAGAN,MALE,,2816,,,,,,,,,,,,,,,,,,,,,,,,,
P. 99_N. 40,SELANGOR,P. 99,KAPAR,N. 40,SELAT KLANG,BN - UMNO,,23316,9389,68.82,16047,17,467,15563,UMNO,CHE ONN BIN ISMAIL,MALE,,12476,,PAS,MOHD. ISMATH BIN HABIB MOHAMAD,MALE,,3087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 100_N. 41,SELANGOR,P. 100,KLANG,N. 41,BANDAR KLANG,DAP,,38824,145,71.4,27720,61,404,27255,GERAKAN,ANG THYE CHIN,,,13461,,,,,,,,,,,,,,,,,,,,DAP,CHUA KOW @ CHUA KOW ENG,,,13606,,,,,,,,INDEPENDENT,PU PALAN A/L MUTHUSAMY,MALE,,188,LOST DEPOSIT,,,,,,,,,,,,
P. 100_N. 42,SELANGOR,P. 100,KLANG,N. 42,PELABUHAN KLANG,BN - MCA,,38364,9671,70.2,26962,27,412,26523,MCA,TAI CHANG ENG @ TEH CHANG YING,,,17308,,PAS,MOHD. YUSOF BIN JASMIN,MALE,,1578,LOST DEPOSIT,,,,,,,,,,,,,DAP,MADHAVAN NAIR A/L NARAYANAN,MALE,,7637,,,,,,,,,,,,,,,,,,,,,,,,,
P. 101_N. 43,SELANGOR,P. 101,KUALA LANGAT,N. 43,SIJANGKANG,BN - UMNO,,18407,6152,69.25,12747,3,430,12314,UMNO,ABDUL FATAH BIN ISKANDAR,MALE,,9233,,PAS,MOHAMMAD SALLEHUDDIN BIN HAFIZ,MALE,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 101_N. 44,SELANGOR,P. 101,KUALA LANGAT,N. 44,TELUK DATUK,BN - MCA,,17392,5050,77.64,13503,2,498,13003,MCA,EI KIM HOCK,,,8591,,,,,,,,,,,,,,,,,,,,DAP,CHEW KIM SWEE,,,3541,,,,,,,,INDEPENDENT,KHANAFI BIN HAJI ARSAD,MALE,,422,LOST DEPOSIT,INDEPENDENT,EDGAR ANTHONY DURAISINGAM,MALE,,449,LOST DEPOSIT,,,,,,
P. 101_N. 45,SELANGOR,P. 101,KUALA LANGAT,N. 45,MORIB,BN - UMNO,,17919,5774,73.21,13119,52,509,12558,UMNO,SAMAT @ AB SAMAD BIN MAHARUDIN,MALE,,9166,,,,,,,,,,,,,,S46,ABU SAID BIN BAHAROM,MALE,,3392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 102_N. 46,SELANGOR,P. 102,SEPANG,N. 46,BATU LAUT,BN - UMNO,,18970,7412,75.08,14243,0,471,13772,UMNO,MOHD. KHAILANI BIN MANGON,MALE,,10592,,,,,,,,,,,,,,S46,HAMZAH BIN KARSO,MALE,,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 102_N. 47,SELANGOR,P. 102,SEPANG,N. 47,DENGKIL,BN - UMNO,,17184,7297,73.9,12699,40,424,12235,UMNO,MOHD. SHARIF BIN JAJANG,MALE,,9766,,PAS,MOHSINON BIN HAJI TAHIR,MALE,,2469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 102_N. 48,SELANGOR,P. 102,SEPANG,N. 48,SUNGAI PELIK,BN - MCA,,15917,5276,71,11302,62,472,10768,MCA,LIEW CHEE KHONG,,,8022,,,,,,,,,,,,,,,,,,,,DAP,HAIRUDDIN BIN JANTAN,MALE,,2746,,,,,,,,,,,,,,,,,,,,,,,,,
P. 113_N.01,NEGERI SEMBILAN,P. 113,JELEBU,N.01,CHENNAH,BN - MCA,,9573,738,74.64,7145,17,230,6898,MCA,LIM YONG @ LIM CHEN,,,3818,,,,,,,,,,,,,,,,,,,,DAP,SIOW CHEE CHIN,,,3080,,,,,,,,,,,,,,,,,,,,,,,,,
P. 113_N.02,NEGERI SEMBILAN,P. 113,JELEBU,N.02,KLAWANG,BN - UMNO,,8700,1333,74.41,6474,36,185,6253,UMNO,SHANMSUL BAHARI @ RAMLI BIN MAT,MALE,,3757,,,,,,,,,,,,,,S46,IBRAHIM BIN CHE' MAT,MALE,,2424,,,,,,,,,,,,,,INDEPENDENT,ABDUL HAMID BIN TINGGAL,MALE,,72,LOST DEPOSIT,,,,,,,,,,,,
P. 113_N.03,NEGERI SEMBILAN,P. 113,JELEBU,N.03,PERTANG,BN - UMNO,,9522,1360,79.86,7604,20,202,7382,UMNO,RAZAK BIN MANSOR,MALE,,4371,,,,,,,,,,,,,,S46,ABD. KADIR BIN KASSIM,MALE,,3011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 113_N.04,NEGERI SEMBILAN,P. 113,JELEBU,N.04,SUNGAI LUI,BN - UMNO,,8189,3339,80.67,6606,279,356,5971,UMNO,ANUAR BIN RASIDIN @ RASHIDIN,MALE,,4655,,,,,,,,,,,,,,S46,ABU ZARIN BIN ALIAS,MALE,,1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 114_N.05,NEGERI SEMBILAN,P. 114,JEMPOL,N.05,SERTING,BN - UMNO,,11797,5780,74.23,8757,9,262,8486,UMNO,LILAH BIN YASIN,MALE,,7133,,,,,,,,,,,,,,S46,ZAKARIA BIN ABD. RAHMAN,MALE,,1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 114_N.06,NEGERI SEMBILAN,P. 114,JEMPOL,N.06,BAHAU,BN - MCA,,14297,1789,73.04,10443,152,218,10073,MCA,SEE AH KOW,,,5644,,,,,,,,,,,,,,,,,,,,DAP,LIM FUI MENG,,,3855,,,,,,,,INDEPENDENT,ABDUL RASHID BIN ABAS,MALE,,508,LOST DEPOSIT,INDEPENDENT,LOO AH MAN @ LOH MING CHAI,,,66,LOST DEPOSIT,,,,,,
P. 114_N.07,NEGERI SEMBILAN,P. 114,JEMPOL,N.07,JERAM PADANG,BN - MIC,,10347,4790,68.99,7139,6,241,6892,MIC,SUNDRAM @ NAGENDARAN A/L MUTHAYA,MALE,,5552,,,,,,,,,,,,,,S46,MOHAMMED ZIN BIN YAACOB,MALE,,762,LOST DEPOSIT,DAP,RAMAKRISHNAN A/L P. PARIANAN,MALE,,578,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P. 114_N.08,NEGERI SEMBILAN,P. 114,JEMPOL,N.08,PALONG,BN - UMNO,,10686,6400,83.33,8905,5,167,8733,UMNO,KAMARUDDIN BIN MOHD. DIN,MALE,,7398,,PAS,GHAZALLI BIN KHAMIS,MALE,,337,LOST DEPOSIT,,,,,,,S46,RAMLI BIN MD. NOR,MALE,,998,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 115_N.09,NEGERI SEMBILAN,P. 115,TAMPIN,N.09,GEMAS,BN - UMNO,,10561,3642,76,8026,91,255,7680,UMNO,MOHD. YASSIN BIN BAKAR,MALE,,5661,,PAS,MOHD. NOAH BIN TALIB,MALE,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 115_N.10,NEGERI SEMBILAN,P. 115,TAMPIN,N.10,GEMENCHEH,BN - UMNO,,11990,5200,74.3,8908,32,259,8617,UMNO,WAAD BIN HAJI MANSOR,MALE,,6477,,,,,,,,,,,,,,S46,HAJI BAHARUDDIN ARIF BIN HAJI SIRI,MALE,,1277,,,,,,,,,,,,,,INDEPENDENT,ZOLKAPLI BIN KASSIM,MALE,,863,LOST DEPOSIT,,,,,,,,,,,,
P. 115_N.11,NEGERI SEMBILAN,P. 115,TAMPIN,N.11,REPAH,BN - MCA,,11338,2791,73.22,8302,131,250,7921,MCA,LAY CHUN TAI @ LOY CHEE TAI,,,4769,,PAS,AMINUDDIN BIN ABDULLAH,MALE,,309,LOST DEPOSIT,,,,,,,,,,,,,DAP,LAI KUI,,,1978,,,,,,,,INDEPENDENT,S. OMAR BIN S. ABDULLAH,MALE,,865,LOST DEPOSIT,,,,,,,,,,,,
P. 115_N.12,NEGERI SEMBILAN,P. 115,TAMPIN,N.12,KOTA,BN - UMNO,,9908,5142,70.38,6973,13,228,6732,UMNO,AHMAD APINDI BIN JOHAN,MALE,,5937,,PAS,BAHARUDDIN BIN ALI,MALE,,795,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 116_N.13,NEGERI SEMBILAN,P. 116,KUALA PILAH,N.13,JUASSEH,BN - UMNO,,8490,4291,68.92,5851,6,178,5667,UMNO,HASAN BIN MALEK,MALE,,4979,,,,,,,,,,,,,,S46,MAT RAIS BIN PARIS,MALE,,688,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 116_N.14,NEGERI SEMBILAN,P. 116,KUALA PILAH,N.14,SENALING,BN - UMNO,,7195,3233,72.94,5247,0,142,5105,UMNO,ZAINAL MOKHTAR BIN MOHD. YUNUS,MALE,,4169,,,,,,,,,,,,,,S46,ABU SAMAH BIN KATAS,MALE,,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 116_N.15,NEGERI SEMBILAN,P. 116,KUALA PILAH,N.15,JOHOL,BN - UMNO,,8771,3048,69.34,6082,19,241,5822,UMNO,DARUS SALIM BIN BULIN,MALE,,4307,,,,,,,,,,,,,,S46,SUED BIN HUSIN,MALE,,256,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,RAMELI BIN DAHALAN,MALE,,1259,,,,,,,,,,,,,
P. 116_N.16,NEGERI SEMBILAN,P. 116,KUALA PILAH,N.16,PILAH,BN - UMNO,,10502,4549,67.88,7129,33,191,6905,UMNO,NAPSIAH BINTI OMAR,FEMALE,,5727,,,,,,,,,,,,,,S46,AZIZUDDIN BIN ISHAK,MALE,,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 116_N.17,NEGERI SEMBILAN,P. 116,KUALA PILAH,N.17,SERI MENANTI,BN - UMNO,,7911,4042,68.18,5394,11,175,5208,UMNO,HASHIMUDDIN BIN ABDUL KADIR,MALE,,4625,,,,,,,,,,,,,,S46,TENGKU ADINAN BIN TENGKU HASSAN,MALE,,583,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 117_N.18,NEGERI SEMBILAN,P. 117,SEREMBAN,N.18,NILAI,BN - MCA,,12668,3421,75.29,9538,26,261,9251,MCA,LAI YIT FEE,MALE,,6336,,,,,,,,,,,,,,,,,,,,DAP,WONG YAUK A.K.A. WONG ZEE NYOK,,,2915,,,,,,,,,,,,,,,,,,,,,,,,,
P. 117_N.19,NEGERI SEMBILAN,P. 117,SEREMBAN,N.19,LENGGENG,BN - UMNO,,9251,4938,74.93,6932,11,197,6724,UMNO,ISHAK BIN ISMAIL,MALE,,5831,,,,,,,,,,,,,,S46,MOHD. ALI BIN ALIAS,MALE,,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 117_N.20,NEGERI SEMBILAN,P. 117,SEREMBAN,N.20,SENAWANG,BN - GERAKAN,,18244,7798,74.38,13570,116,588,12866,GERAKAN,WOO AH LEK @ WOO SIAK CHEE,,,10332,,,,,,,,,,,,,,S46,OMAR BIN OTHMAN,MALE,,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 117_N.21,NEGERI SEMBILAN,P. 117,SEREMBAN,N.21,AMPANGAN,BN - UMNO,,16475,7535,73.98,12188,212,389,11587,UMNO,DERMATA' SIAH BINTI ABDUL JALIL,FEMALE,,9561,,PAS,GHAZALI BIN ABDUL JALIL,MALE,,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 117_N.22,NEGERI SEMBILAN,P. 117,SEREMBAN,N.22,LOBAK,DAP,,17051,582,73.05,12455,516,267,11672,GERAKAN,WONG BEE KAR,,,5545,,,,,,,,,,,,,,,,,,,,DAP,KHOO SENG HOCK,,,6127,,,,,,,,,,,,,,,,,,,,,,,,,
P. 118_N.23,NEGERI SEMBILAN,P. 118,RASAH,N.23,LABU,BN - UMNO,,9736,5173,74.16,7220,5,238,6977,UMNO,MUHAMAD SHAHLAN BIN SHAID,MALE,,6075,,,,,,,,,,,,,,S46,HJ. OTHMAN BIN HJ. ABDULLAH,MALE,,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 118_N.24,NEGERI SEMBILAN,P. 118,RASAH,N.24,TEMIANG,DAP,,16457,718,72.25,11890,11,217,11662,MCA,HO YOK KEE,,,5472,,,,,,,,,,,,,,,,,,,,DAP,LEE YUEN FONG,,,6190,,,,,,,,,,,,,,,,,,,,,,,,,
P. 118_N.25,NEGERI SEMBILAN,P. 118,RASAH,N.25,RAHANG,BN - MCA,,15553,2643,73.38,11413,625,401,10387,MCA,GOH SIOW HUAT,MALE,,6515,,,,,,,,,,,,,,,,,,,,DAP,GUNASEKARAN A/L PALASAMY,MALE,,3872,,,,,,,,,,,,,,,,,,,,,,,,,
P. 118_N.26,NEGERI SEMBILAN,P. 118,RASAH,N.26,MAMBAU,BN - MCA,,18062,1097,75.05,13555,12,240,13303,MCA,LEE CHEE KEANG,,,7200,,,,,,,,,,,,,,,,,,,,DAP,CHAN KOK WA,,,6103,,,,,,,,,,,,,,,,,,,,,,,,,
P. 118_N.27,NEGERI SEMBILAN,P. 118,RASAH,N.27,RANTAU,BN - UMNO,,13268,6027,72.77,9655,27,393,9235,UMNO,HAMDAN BIN MOHAMAD,MALE,,7631,,,,,,,,,,,,,,S46,SUKIMAN BIN TUKIMIN,MALE,,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 119_N.28,NEGERI SEMBILAN,P. 119,TELOK KEMANG,N.28,CHEMBONG,BN - UMNO,,9925,5901,71,7047,21,233,6793,UMNO,FIRDAUS MUHAMMAD ROM BIN HARUN,MALE,,6347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT,ABDUL WAHAB BIN ISMAIL,MALE,,446,LOST DEPOSIT,,,,,,,,,,,,
P. 119_N.29,NEGERI SEMBILAN,P. 119,TELOK KEMANG,N.29,LINGGI,BN - UMNO,,10844,6324,73.64,7986,26,203,7757,UMNO,MOHD. ISA BIN ABDUL SAMAD,MALE,,6807,,,,,,,,,,,,,,S46,MOHD. NORDIN BIN AHMAD,MALE,,483,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,MUSTAPA BIN MANAP,MALE,,467,LOST DEPOSIT,,,,,,,,,,,,
P. 119_N.30,NEGERI SEMBILAN,P. 119,TELOK KEMANG,N.30,PASIR PANJANG,BN - UMNO,,13012,6915,80.24,10441,1209,576,8656,UMNO,SAINY BIN EDRIS,MALE,,7573,,,,,,,,,,,,,,S46,FAISAL BIN HJ. AHMAD,MALE,,425,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,MUHAMMED BIN NABUN,MALE,,658,LOST DEPOSIT,,,,,,,,,,,,
P. 119_N.31,NEGERI SEMBILAN,P. 119,TELOK KEMANG,N.31,SI RUSA,BN - MIC,,13338,3167,63.87,8519,46,234,8239,MIC,KRISHNAN A/L SELLAPPAN,MALE,,5703,,,,,,,,,,,,,,,,,,,,DAP,LIM SENG CHUAN,,,2536,,,,,,,,,,,,,,,,,,,,,,,,,
P. 119_N.32,NEGERI SEMBILAN,P. 119,TELOK KEMANG,N.32,LUKUT,BN - MCA,,18227,4637,74.79,13632,0,417,13215,MCA,DR. YEOW CHAI THIAM,,,8926,,,,,,,,,,,,,,,,,,,,DAP,CHEN HUN CHONG,,,4289,,,,,,,,,,,,,,,,,,,,,,,,,
P. 120_N.1,MELAKA,P. 120,ALOR GAJAH,N.1,KUALA LINGGI,BN - UMNO,,8129,4631,77.81,6325,6,126,6193,UMNO,IBRAHIM BIN DURUM,MALE,,5269,,PAS,MD. ALI BIN BAGUS,MALE,,638,LOST DEPOSIT,,,,,,,S46,ISHAK BIN ATAN,MALE,,286,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 120_N.2,MELAKA,P. 120,ALOR GAJAH,N.2,RAMUAN CHINA,BN - UMNO,Y,7537,,,,,,,UMNO,LONG @ MOHD. NOR BIN MD. SAID,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 120_N.3,MELAKA,P. 120,ALOR GAJAH,N.3,MELEKEK,BN - UMNO,,7669,4491,73.96,5672,15,136,5521,UMNO,MOHD. ZIN BIN ABD. GHANI,MALE,,5006,,PAS,MD. YUSOF BIN OSMAN,MALE,,515,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 120_N.4,MELAKA,P. 120,ALOR GAJAH,N.4,MASJID TANAH,BN - UMNO,,10175,5270,74.66,7597,50,211,7336,UMNO,RAMLI BIN MOHD. SAID,MALE,,6303,,PAS,MOHD. ALI BIN LEBAB,MALE,,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
