UNIQUE CODE (1994),STATE (1994),PARLIAMENTARY CONSTITUENCY CODE (1994),PARLIAMENTARY CONSTITUENCY NAME (1994),STATE CONSTITUENCY CODE (1994),STATE CONSTITUENCY NAME (1994),AREA (SQ KM),NOTES
P.133_N.17,JOHOR,P.133,MUAR,N.17,PARIT BAKAR,70,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.133_N.18,JOHOR,P.133,MUAR,N.18,SUNGAI BALANG,221,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.134_N.19,JOHOR,P.134,SRI GADING,N.19,PARIT YAANI,508,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.134_N.20,JOHOR,P.134,SRI GADING,N.20,PARIT RAJA,184,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.135_N.21,JOHOR,P.135,BATU PAHAT,N.21,PENGGARAM,178,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.135_N.22,JOHOR,P.135,BATU PAHAT,N.22,RENGIT,263,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.136_N.23,JOHOR,P.136,TENGGARA,N.23,PANTI,553,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.136_N.24,JOHOR,P.136,TENGGARA,N.24,GUNUNG LAMBAK,1238,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.137_N.25,JOHOR,P.137,SUNGAI BENUT,N.25,SIMPANG RENGGAM,759,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.137_N.26,JOHOR,P.137,SUNGAI BENUT,N.26,BENUT,353,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.138_N.27,JOHOR,P.138,SENAI,N.27,KULAI,322,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.138_N.28,JOHOR,P.138,SENAI,N.28,BUKIT PERMAI,556,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.139_N.29,JOHOR,P.139,KOTA TINGGI,N.29,SEDILI,1116,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.139_N.30,JOHOR,P.139,KOTA TINGGI,N.30,PENGERANG,903,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.140_N.31,JOHOR,P.140,TERBAU,N.31,TIRAM,317,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.140_N.32,JOHOR,P.140,TERBAU,N.32,PASIR GUDANG,275,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.141_N.33,JOHOR,P.141,JOHOR BHARU,N.33,TANJONG PUTERI,12,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.141_N.34,JOHOR,P.141,JOHOR BHARU,N.34,STULANG,16,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.142_N.35,JOHOR,P.142,PULAI,N.35,TAMBATAN,19,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.142_N.36,JOHOR,P.142,PULAI,N.36,KEMPAS,29,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.143_N.37,JOHOR,P.143,GELANG PATAH,N.37,TANJONG KUPANG,341,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.143_N.38,JOHOR,P.143,GELANG PATAH,N.38,SKUDAI,88,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.144_N.39,JOHOR,P.144,PONTIAN,N.39,PULAI SEBATANG,221,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.144_N.40,JOHOR,P.144,PONTIAN,N.40,KUKUP,359,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
